upc,dynamic_profit,myopic_profit,vdo_contribution,alpha,capacity,washout_horizon
1600066590,560.3495409362117,564.990413930891,-4.640872994679285,3.15,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,3.15,1,12
3800000110,202.62012967797958,202.62012967797958,0.0,3.15,1,12
3800000120,779.5246992886912,762.8801847368442,16.64451455184701,3.15,1,12
3800000127,416.9573166275659,417.78741491402656,-0.8300982864606681,3.15,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,3.15,1,12
3800001611,420.799896737785,420.799896737785,0.0,3.15,1,12
1600066510,864.8778604838569,873.9013610530261,-9.023500569169187,3.2,1,12
1600066590,562.985071105804,605.4158135613293,-42.43074245552532,3.2,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,3.2,1,12
3800000110,202.62012967797958,202.62012967797958,0.0,3.2,1,12
3800000120,795.01016274529,777.8180716775368,17.192091067753267,3.2,1,12
3800000127,422.2408941154742,384.54017663205127,37.70071748342292,3.2,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,3.2,1,12
3800001611,420.799896737785,420.799896737785,0.0,3.2,1,12
1600066510,498.537894505076,498.537894505076,0.0,1.4,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.4,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.4,2,12
3800000110,202.62012967797958,198.93648850573723,3.6836411722423463,1.4,2,12
3800000120,317.04256543707953,317.04256543707953,0.0,1.4,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.4,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.4,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.4,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.45,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.45,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.45,2,12
3800000110,202.62012967797958,199.93456699605957,2.685562681920004,1.45,2,12
3800000120,317.04256543707953,317.04256543707953,0.0,1.45,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.45,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.45,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.45,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.5,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.5,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.5,2,12
3800000110,202.62012967797958,200.93264548638194,1.6874841915976333,1.5,2,12
3800000120,317.04256543707953,317.04256543707953,0.0,1.5,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.5,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.5,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.5,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.55,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.55,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.55,2,12
3800000110,202.62012967797958,201.9307239767043,0.689405701275291,1.55,2,12
3800000120,317.04256543707953,317.04256543707953,0.0,1.55,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.55,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.55,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.55,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.6,2,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.6,2,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.6,2,12
3800000110,203.32039290905655,202.92880246702666,0.39159044202989435,1.6,2,12
3800000120,317.04256543707953,317.04256543707953,0.0,1.6,2,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.6,2,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.6,2,12
3800001611,420.799896737785,420.799896737785,0.0,1.6,2,12
1600066510,498.537894505076,498.537894505076,0.0,1.65,2,12
