grid_name,weekly_capacity,alpha,value_of_dynamic_optimization,relative_VDO,dynamic_active_product_set,myopic_active_product_set,active_set_changed,active_set_symmetric_difference,product_promotion_count_disagreement,product_week_timing_disagreement,dynamic_binding_weeks,myopic_binding_weeks,dynamic_supported_share,myopic_supported_share,decision_horizon,washout_horizon,evaluation_horizon
empirical_w6,8,2.4,0.6258505525584042,0.00020930737150373318,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,14,0,0,1.0,1.0,12,6,18
empirical_w6,8,2.45,24.9310890499346,0.008301764122995662,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,True,1,4,18,0,0,1.0,1.0,12,6,18
empirical_w6,8,2.5,19.514941084383736,0.006407094149642642,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,True,1,4,18,0,0,1.0,1.0,12,6,18
empirical_w6,8,2.55,25.072071152566423,0.008146667757719436,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,True,3,12,26,0,0,1.0,1.0,12,6,18
empirical_w6,8,2.6,10.7410471581602,0.0034303374145975406,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,True,2,8,30,0,0,1.0,1.0,12,6,18
empirical_w6,8,2.65,5.425024070118525,0.0017037024088227947,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,3,12,34,0,4,1.0,1.0,12,6,18
empirical_w6,8,2.7,2.338096754810067,0.000719684712800006,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,1,4,34,0,4,1.0,1.0,12,6,18
empirical_w6,8,2.75,2.0092789711761725,0.0006064278126088711,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,1,4,34,0,4,1.0,1.0,12,6,18
empirical_w6,8,2.8,8.354894222472467,0.002478331797970841,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,3,29,0,4,1.0,0.875,12,6,18
empirical_w6,8,2.85,18.129992228960873,0.005292168931807041,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,32,0,4,1.0,1.0,12,6,18
empirical_w6,8,2.9,8.10692856134483,0.0023159872282264913,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,32,0,4,1.0,1.0,12,6,18
empirical_w6,8,2.95,2.411252928511203,0.0006744715563193653,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,32,0,4,1.0,1.0,12,6,18
empirical_w6,8,3.0,2.394562555766697,0.0006561109534380828,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,30,0,4,1.0,1.0,12,6,18
empirical_w6,8,3.05,2.443544320915862,0.0006561196845434931,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,28,1,4,1.0,1.0,12,6,18
empirical_w6,8,3.1,2.5288014092993762,0.0006656771233913598,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,28,1,4,1.0,1.0,12,6,18
empirical_w6,8,3.15,2.6140584976824357,0.00067486639701325,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,28,1,4,1.0,1.0,12,6,18
empirical_w6,8,3.2,2.699315586065495,0.0006837083767332477,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,28,1,4,1.0,1.0,12,6,18
common_0_30_w6,1,1.2,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,1,1.25,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,1,1.3,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,1,1.35,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,1,1.4,10.056792989678797,0.003910274442464906,,3800000110,True,1,4,4,0,4,1.0,0.0,12,6,18
common_0_30_w6,1,1.45,5.241907305665336,0.002034345789264668,,3800000110,True,1,4,4,0,4,1.0,0.0,12,6,18
common_0_30_w6,1,1.5,0.830084649510809,0.00032154891259731483,3800000110,3800000110,False,0,2,6,2,4,0.0,0.0,12,6,18
common_0_30_w6,1,1.55,0.43005300492768583,0.0001662789927557878,3800000110,3800000110,False,0,0,8,4,4,0.0,0.0,12,6,18
common_0_30_w6,1,1.6,0.3985132673060434,0.00015379790658326785,3800000110,3800000110,False,0,0,8,4,4,0.0,0.0,12,6,18
common_0_30_w6,1,1.65,0.38969286993642527,0.00015011021031284248,3800000110|3800000120,3800000110|3800000120,False,0,1,7,7,8,0.5,0.5,12,6,18
common_0_30_w6,1,1.7,0.3741304793711606,0.00014361914198792776,3800000110|3800000120,3800000110|3800000120,False,0,0,6,8,8,0.5,0.5,12,6,18
common_0_30_w6,1,1.75,0.36463685881653873,0.00013949428677230508,3800000110|3800000120,3800000110|3800000120,False,0,0,6,8,8,0.5,0.5,12,6,18
common_0_30_w6,1,1.8,0.28704363458609805,0.00010943481520441657,3800000110|3800000120,3800000110|3800000120,False,0,0,14,8,8,0.5,0.5,12,6,18
common_0_30_w6,1,1.85,8.63308384184711,0.003290472320327254,3800000110|3800000120,1600066510|3800000110|3800000120,True,1,4,8,8,12,0.5,0.3333333333333333,12,6,18
common_0_30_w6,1,1.9,3.151856195655,0.0011947349970799894,3800000110|3800000120,1600066510|3800000110|3800000120,True,1,4,8,8,12,0.5,0.3333333333333333,12,6,18
common_0_30_w6,1,1.95,0.10634388783319082,4.009070390904062e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.0,0.10316521822187497,3.868150054250126e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.05,0.09998654861010436,3.728749606954201e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.1,0.09680787899924326,3.590844591919456e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.15,0.09362920938701791,3.454411073847193e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.2,0.09045053977479256,3.319425625658301e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.24,0.08790760408601273,3.212464450561916e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.25,0.08727187016302196,3.1858653149131526e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.3,0.08409320055216085,3.053707690857541e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.35,0.0809145309399355,2.9229307717431977e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.4,0.07773586132861965,2.7935130329031803e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.45,0.07455719171684905,2.6654333946443773e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,16,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.5,0.2160036073005358,7.682848161539962e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.55,0.20604103806408602,7.290980215561061e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.6,0.19607846882763624,6.903104123263795e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.65,0.18611589958982222,6.519159197786041e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.7,0.1761533303538272,6.139085976357858e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.75,0.16619076111555842,5.762826189186915e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.8,0.15622819188001813,5.390322730248604e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.85,0.1462656226431136,5.0215196277600814e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.9,0.13630305340575433,4.656362016632909e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,2.95,0.1263404841697593,4.294796111120188e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,3.0,0.11637791493285476,3.936769178236103e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,3.05,0.10641534569595024,3.582229512365511e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,3.1,0.0964527764599552,3.2311264102614625e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,3.15,0.08649020722305067,2.883410146781423e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,1,3.2,0.0765276379847819,2.5390319515486195e-05,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,1.2,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,2,1.25,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,2,1.3,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,2,1.35,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,2,1.4,10.056792989678797,0.003910274442464906,,3800000110,True,1,4,4,0,0,1.0,0.0,12,6,18
common_0_30_w6,2,1.45,5.241907305665336,0.002034345789264668,,3800000110,True,1,4,4,0,0,1.0,0.0,12,6,18
common_0_30_w6,2,1.5,0.830084649510809,0.00032154891259731483,3800000110,3800000110,False,0,2,6,0,0,0.0,0.0,12,6,18
common_0_30_w6,2,1.55,0.43005300492768583,0.0001662789927557878,3800000110,3800000110,False,0,0,8,0,0,0.0,0.0,12,6,18
common_0_30_w6,2,1.6,0.3985132673060434,0.00015379790658326785,3800000110,3800000110,False,0,0,8,0,0,0.0,0.0,12,6,18
common_0_30_w6,2,1.65,0.45174570342715015,0.00017401505911291519,3800000110|3800000120,3800000110|3800000120,False,0,1,13,2,4,0.5,0.5,12,6,18
common_0_30_w6,2,1.7,0.4189558454031612,0.00016082702178251448,3800000110|3800000120,3800000110|3800000120,False,0,0,12,4,4,0.5,0.5,12,6,18
common_0_30_w6,2,1.75,0.4102000720176875,0.0001569240967419111,3800000110|3800000120,3800000110|3800000120,False,0,0,10,2,4,0.5,0.5,12,6,18
common_0_30_w6,2,1.8,0.4085814706954807,0.0001557689361346585,3800000110|3800000120,3800000110|3800000120,False,0,0,8,2,4,0.5,0.5,12,6,18
common_0_30_w6,2,1.85,8.868854820774231,0.00338050482810962,3800000110|3800000120,1600066510|3800000110|3800000120,True,1,4,12,2,4,0.5,0.3333333333333333,12,6,18
common_0_30_w6,2,1.9,3.355670540697247,0.0012720322996711154,3800000110|3800000120,1600066510|3800000110|3800000120,True,1,4,12,1,4,0.5,0.3333333333333333,12,6,18
common_0_30_w6,2,1.95,0.5432475810521282,0.00020480217827921262,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,14,3,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,2.0,0.5250948108114244,0.000196881739233374,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,10,3,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,2.05,0.5288485488972583,0.0001972163066551367,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,10,3,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,2.1,0.5336120220895282,0.00019792179348047693,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,8,3,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,2.15,4.9053588012920954,0.0018126210244863246,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,True,1,4,12,3,8,0.3333333333333333,0.5,12,6,18
common_0_30_w6,2,2.2,2.079159107851865,0.0007633944548995558,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,True,1,4,12,3,8,0.3333333333333333,0.5,12,6,18
common_0_30_w6,2,2.24,0.5663851308900121,0.0002069025527982317,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,8,6,8,0.5,0.5,12,6,18
common_0_30_w6,2,2.25,0.5687260672330012,0.0002074947299742699,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,8,6,8,0.5,0.5,12,6,18
common_0_30_w6,2,2.3,0.580430748947947,0.0002104332703087722,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,8,6,8,0.5,0.5,12,6,18
common_0_30_w6,2,2.35,0.5921354306610738,0.00021333508013452092,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,8,6,8,0.5,0.5,12,6,18
common_0_30_w6,2,2.4,0.6038401123755648,0.00021620084384899968,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,8,6,8,0.5,0.5,12,6,18
common_0_30_w6,2,2.45,19.542085438180038,0.00700087006207943,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,True,1,4,12,6,8,0.5,0.4,12,6,18
common_0_30_w6,2,2.5,16.177175919698584,0.0057526965118661205,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,True,1,4,24,6,8,0.5,0.4,12,6,18
common_0_30_w6,2,2.55,18.792906900491744,0.006648012037280653,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,28,6,12,0.5,0.3333333333333333,12,6,18
common_0_30_w6,2,2.6,11.317295570380338,0.003968640931054302,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,28,6,12,0.5,0.3333333333333333,12,6,18
common_0_30_w6,2,2.65,5.502702390072045,0.0019129755804535664,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,1,4,22,8,12,0.4,0.3333333333333333,12,6,18
common_0_30_w6,2,2.7,2.001484205203269,0.000689846067686284,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,1,4,22,8,12,0.4,0.3333333333333333,12,6,18
common_0_30_w6,2,2.75,1.6567414423202536,0.0005661782825216163,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,1,6,26,12,12,0.2857142857142857,0.3333333333333333,12,6,18
common_0_30_w6,2,2.8,2.242936383363485,0.0007600552335962956,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,1,6,26,12,12,0.2857142857142857,0.3333333333333333,12,6,18
common_0_30_w6,2,2.85,2.84228036220793,0.0009551148509921645,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,2.9,3.5633360813449144,0.0011875070625515525,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,2.95,4.284391800481899,0.001416084195953707,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,3.0,5.005447519619338,0.0016409394319723768,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,3.05,5.726503238757232,0.0018621629413814714,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,3.1,6.447558957894216,0.002079842005520385,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,3.15,7.168614677031201,0.002294061131111739,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,2,3.2,7.88967039616864,0.0025049021596452916,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,24,12,12,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,3,1.2,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,3,1.25,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,3,1.3,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,3,1.35,0.0,0.0,,,False,0,0,0,0,0,1.0,1.0,12,6,18
common_0_30_w6,3,1.4,10.056792989678797,0.003910274442464906,,3800000110,True,1,4,4,0,0,1.0,0.0,12,6,18
common_0_30_w6,3,1.45,5.241907305665336,0.002034345789264668,,3800000110,True,1,4,4,0,0,1.0,0.0,12,6,18
common_0_30_w6,3,1.5,0.830084649510809,0.00032154891259731483,3800000110,3800000110,False,0,2,6,0,0,0.0,0.0,12,6,18
common_0_30_w6,3,1.55,0.43005300492768583,0.0001662789927557878,3800000110,3800000110,False,0,0,8,0,0,0.0,0.0,12,6,18
common_0_30_w6,3,1.6,0.3985132673060434,0.00015379790658326785,3800000110,3800000110,False,0,0,8,0,0,0.0,0.0,12,6,18
common_0_30_w6,3,1.65,0.45174570342715015,0.00017401505911291519,3800000110|3800000120,3800000110|3800000120,False,0,1,13,0,0,0.5,0.5,12,6,18
common_0_30_w6,3,1.7,0.4189558454031612,0.00016082702178251448,3800000110|3800000120,3800000110|3800000120,False,0,0,12,0,0,0.5,0.5,12,6,18
common_0_30_w6,3,1.75,0.4102000720176875,0.0001569240967419111,3800000110|3800000120,3800000110|3800000120,False,0,0,10,0,0,0.5,0.5,12,6,18
common_0_30_w6,3,1.8,0.4085814706954807,0.0001557689361346585,3800000110|3800000120,3800000110|3800000120,False,0,0,8,0,0,0.5,0.5,12,6,18
common_0_30_w6,3,1.85,9.035061789240444,0.0034440754435838875,3800000110|3800000120,1600066510|3800000110|3800000120,True,1,4,12,0,4,0.5,0.3333333333333333,12,6,18
common_0_30_w6,3,1.9,3.4941637044412346,0.0013246003713367328,3800000110|3800000120,1600066510|3800000110|3800000120,True,1,4,12,0,4,0.5,0.3333333333333333,12,6,18
common_0_30_w6,3,1.95,0.6540269400748002,0.00024657585404828355,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,14,0,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,3,2.0,0.6081603651118712,0.00022803386595564762,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,12,0,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,3,2.05,0.5965750646673769,0.000222477228617817,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,10,1,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,3,2.1,0.5954001874993082,0.00022084187782271932,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,0,0,10,1,4,0.3333333333333333,0.3333333333333333,12,6,18
common_0_30_w6,3,2.15,4.955575081116876,0.0018311768195815993,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,True,1,4,12,2,4,0.3333333333333333,0.5,12,6,18
common_0_30_w6,3,2.2,2.1300249646578777,0.000782062637547968,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,True,1,4,12,2,4,0.3333333333333333,0.5,12,6,18
common_0_30_w6,3,2.24,0.6646523852741666,0.00024279550779143018,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,16,3,4,0.5,0.5,12,6,18
common_0_30_w6,3,2.25,0.665412234950054,0.00024276491640175127,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,14,3,4,0.5,0.5,12,6,18
common_0_30_w6,3,2.3,0.6716296904960473,0.0002434898022674635,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,14,3,4,0.5,0.5,12,6,18
common_0_30_w6,3,2.35,0.6803675999708503,0.0002451136483488921,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,12,3,4,0.5,0.5,12,6,18
common_0_30_w6,3,2.4,0.6906396900881191,0.0002472665675605532,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,0,0,12,3,4,0.5,0.5,12,6,18
common_0_30_w6,3,2.45,19.795450318821167,0.007091639110447325,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,True,1,4,14,4,4,0.5,0.4,12,6,18
common_0_30_w6,3,2.5,16.28326940982288,0.005790062427489111,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,True,1,4,14,4,4,0.5,0.4,12,6,18
common_0_30_w6,3,2.55,19.07458374580392,0.0067475859102728445,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,18,4,8,0.5,0.3333333333333333,12,6,18
common_0_30_w6,3,2.6,11.569649372425374,0.004057009241054456,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,2,8,18,4,8,0.5,0.3333333333333333,12,6,18
common_0_30_w6,3,2.65,10.91719590267303,0.003801764923917411,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,True,2,8,24,3,8,0.4,0.2857142857142857,12,6,18
common_0_30_w6,3,2.7,7.649687098112281,0.0026412425475955377,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,3,12,28,3,8,0.4,0.25,12,6,18
common_0_30_w6,3,2.75,4.4914475626619605,0.0015348492888774192,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,1,4,32,6,8,0.2857142857142857,0.25,12,6,18
common_0_30_w6,3,2.8,7.875559718139812,0.0026678013608956884,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,1,4,30,7,8,0.2857142857142857,0.25,12,6,18
common_0_30_w6,3,2.85,8.760038553801678,0.0029392685596752884,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,1,4,30,7,8,0.2857142857142857,0.25,12,6,18
common_0_30_w6,3,2.9,4.771841928012236,0.0015834952265343144,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,1,4,30,7,8,0.2857142857142857,0.25,12,6,18
common_0_30_w6,3,2.95,1.0205241748562912,0.0003349685183558664,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,2,30,8,8,0.25,0.25,12,6,18
common_0_30_w6,3,3.0,0.6079298065978946,0.00019739470955058212,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,20,8,8,0.25,0.25,12,6,18
common_0_30_w6,3,3.05,0.7121251306116392,0.00022876524789791787,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,0,0,18,8,8,0.25,0.25,12,6,18
