upc,train_units,train_rows,train_weeks,train_stores,train_promotion_rows,train_regular_rows,train_imputed_share,train_distinct_prices,train_log_price_sd,train_price_p10,train_price_p90,calibration_rows,calibration_weeks,calibration_stores,test_rows,test_weeks,test_stores,train_relative_price_range,adequate_train_weeks,adequate_calibration_weeks,adequate_test_weeks,adequate_store_coverage,adequate_distinct_prices,adequate_promotions,adequate_regular_rows,acceptable_imputation,adequate_price_range,eligible
3000043338,290,376,11,52,0,376,0.9308510638297872,1,1.1322097734007353e-16,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True,False,False,False
3828125035,238,705,46,41,223,401,0.8609929078014185,14,0.06991311387072824,2.854,3.35,502.0,17.0,47.0,62.0,14.0,9.0,0.17379117028731605,False,False,False,True,True,True,True,False,True,False
3000002720,146,235,19,20,0,235,0.7531914893617021,2,0.00477530562758925,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True,False,False,False
3800054268,105,26,26,1,4,20,0.0,5,0.1417660978871638,4.905,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.3231396534148827,False,False,False,False,False,False,False,True,True,False
4240090520,80,83,9,13,6,76,0.42168674698795183,3,0.03359480523829389,4.06,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.13546798029556673,False,False,False,True,False,False,False,False,True,False
1780010508,66,171,6,37,2,168,0.8654970760233918,2,0.029854083683025518,2.65,2.842,0.0,0.0,0.0,0.0,0.0,0.0,0.07245283018867932,False,False,False,True,False,False,True,False,False,False
3828125051,65,224,22,22,119,83,0.9151785714285714,5,0.1494912884459983,0.99,1.45,70.0,14.0,24.0,0.0,0.0,0.0,0.46464646464646453,False,False,False,True,False,True,False,False,True,False
3800003771,51,34,6,6,0,34,0.7647058823529411,1,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
3800001004,42,63,7,9,0,63,0.8571428571428571,1,0.0,1.99,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
3800003801,27,308,11,50,2,306,0.9448051948051948,3,0.02730108208212788,2.53,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391306,False,False,False,True,False,False,True,False,False,False
3828125031,17,37,15,6,0,36,0.6486486486486487,4,0.028351640152534344,2.5100000000000002,2.72,153.0,15.0,24.0,0.0,0.0,0.0,0.08366533864541825,False,False,False,False,False,False,False,False,False,False
4300010526,13,21,4,9,2,19,0.7619047619047619,2,0.022781915805126285,2.59,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.04247104247104261,False,False,False,False,False,False,False,False,False,False
4240090620,11,44,8,7,0,44,0.75,2,0.022840519058889085,4.39,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.05011389521640108,False,False,False,False,False,False,False,False,False,False
4300000000,4,3,3,2,0,3,0.0,2,0.021730801045475732,3.678,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.030451332245785778,False,False,False,False,False,False,False,True,False,False
7151801022,4,3,3,1,0,3,0.0,1,0.0,1.79,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False
3800004110,3,3,1,3,0,3,0.3333333333333333,1,0.0,3.06,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
4300010450,3,56,3,33,13,43,0.9464285714285714,2,0.013747084432897932,2.49,2.538,0.0,0.0,0.0,0.0,0.0,0.0,0.01927710843373487,False,False,False,True,False,False,False,False,False,False
7276201213,1,1,1,1,0,1,0.0,1,0.0,2.39,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False
