upc,product_name,schedule_id,robust_objective,nominal_evaluation,promotion_count,total_depth,well_supported
1600066610,1600066610,0,319.8865966796875,319.8865966796869,0,0.0,True
1600066590,1600066590,0,270.52459716796875,270.52459716796875,0,0.0,True
3800000120,3800000120,1707,207.0149845504195,218.34921106700898,4,1.2,True
3800001520,3800001520,0,221.6731414794922,221.67314147949202,0,0.0,True
3800000127,3800000127,0,162.18809509277344,162.18809509277338,0,0.0,True
1600066510,1600066510,903,295.16299515921355,307.632248137029,4,1.2,False
3800001611,3800001611,0,224.9109344482422,224.91093444824176,0,0.0,True
3800000110,3800000110,903,171.09288703291293,183.5946607418696,4,1.2,False
