alpha,method,schedule_id,mean_profit,p10_profit,worst_profit,mean_regret,p90_regret,maximum_regret,promotion_count,total_discount_depth,first_promotion_week,oracle_promotion_share
2.385,persistent_dro,2820,223.3687125444834,214.63137573242187,202.76598064422606,0.1554523569621141,0.1664275300502709,7.632492256164568,4,1.2,1.0,1.0
2.39,myopic,3168,222.82263294306347,213.60556541442875,199.64801162719726,1.1492961529525614,2.3166128110885613,10.847418060302743,4,1.2,1.0,1.0
2.39,nominal_dynamic,3117,223.84606143563488,215.03165161132813,203.00202827453614,0.12586766038114772,0.10506273269652482,7.493401412963863,4,1.2,1.0,1.0
2.39,persistent_dro,2820,223.8275088523651,215.06692520141607,203.15382850646972,0.14442024365092293,0.16094015359880234,7.341601181030285,4,1.2,1.0,1.0
2.395,myopic,3168,223.28419216534843,214.02003047943117,200.0356883239746,1.1375441779566295,2.315593562126168,10.556698150634787,4,1.2,1.0,1.0
2.395,nominal_dynamic,3117,224.3060853846222,215.43119445800784,203.39129676818848,0.11565095868284415,0.10700716018678236,7.201089706420902,4,1.2,1.0,1.0
2.395,persistent_dro,2820,224.28630516024677,215.50247467041018,203.54167636871338,0.13543118305827107,0.161728343963631,7.050710105896002,4,1.2,1.0,1.0
2.4,myopic,3168,223.74575138763336,214.43449554443362,200.42336502075196,1.1266188935153187,2.3103323936462448,10.265978240966803,4,1.2,1.0,1.0
2.4,nominal_dynamic,3117,224.76610933360953,215.86367378234866,203.78056526184082,0.10626094753916093,0.10883364677428659,6.908777999877941,4,1.2,1.0,1.0
2.4,persistent_dro,2820,224.74510146812844,215.93802413940432,203.929524230957,0.12726881302023954,0.16420383453370863,6.759819030761747,4,1.2,1.0,1.0
2.405,myopic,3168,224.2073106099183,214.84896060943603,200.8110417175293,1.1173970617406073,2.3093172899881917,9.975258331298846,4,1.2,1.0,1.0
2.405,nominal_dynamic,3117,225.22613328259683,216.300686378479,204.16983375549316,0.09857438906207723,0.10929985046385582,6.61646629333498,4,1.2,1.0,1.0
2.405,persistent_dro,2820,225.20389777601008,216.37357360839843,204.31737209320067,0.12080989564880874,0.16518792152405296,6.468927955627464,4,1.2,1.0,1.0
2.41,myopic,3168,224.66886983220328,215.2634256744385,201.19871841430665,1.1093576645486063,2.3076081466674627,9.684538421630862,4,1.2,1.0,1.0
2.41,nominal_dynamic,3117,225.6861572315842,216.73769897460943,204.55910224914552,0.09207026516770256,0.10747304916381495,6.324154586791991,4,1.2,1.0,1.0
2.41,persistent_dro,2820,225.6626940838918,216.80615783691408,204.70521995544433,0.11553341286008559,0.16243309020995866,6.178036880493181,4,1.2,1.0,1.0
2.415,myopic,3168,225.13042905448822,215.67900920867925,201.586395111084,1.1028195442271733,2.306635742187496,9.393818511962905,4,1.2,1.0,1.0
2.415,nominal_dynamic,3117,226.1461811805715,217.1747115707398,204.94837074279786,0.08706741814389854,0.10978368759154478,6.03184288024903,4,1.2,1.0,1.0
2.415,persistent_dro,2820,226.12149039177348,217.2266678237915,205.093067817688,0.11175820694193206,0.16592536926268053,5.887145805358898,4,1.2,1.0,1.0
2.42,myopic,3168,225.59198827677318,216.10248897552495,201.97407180786132,1.0969547938657302,2.305663337707529,9.10309860229492,4,1.2,1.0,1.0
2.42,nominal_dynamic,3117,226.60620512955882,217.61172416687015,205.3376392364502,0.08273794108008266,0.1120943260192746,5.739531173706041,4,1.2,1.0,1.0
2.42,persistent_dro,2820,226.58028669965515,217.64717781066898,205.48091567993163,0.10865637098376887,0.16941764831543082,5.596254730224615,4,1.2,1.0,1.0
2.425,myopic,3168,226.0535474990581,216.52596874237065,202.36174850463865,1.0915513672741752,2.304690933227534,8.812378692626964,4,1.2,1.0,1.0
2.425,nominal_dynamic,3117,227.06622907854614,218.0487367630005,205.72690773010254,0.0788697877861558,0.11120281219482067,5.44721946716308,4,1.2,1.0,1.0
2.425,persistent_dro,2820,227.0390830075368,218.0676877975464,205.8687635421753,0.1060158587954946,0.16900568008424274,5.305363655090332,4,1.2,1.0,1.0
2.43,myopic,3168,226.5151067213431,216.94944850921635,202.74942520141602,1.086597795390337,2.3037185287475386,8.52165878295898,4,1.2,1.0,1.0
2.43,nominal_dynamic,3117,227.5262530275335,218.48574935913086,206.1161762237549,0.0754514891999466,0.1117178535461405,5.154907760620091,4,1.2,1.0,1.0
2.43,persistent_dro,2820,227.49787931541852,218.48819778442387,206.25661140441895,0.10382520131493643,0.16883928298952616,5.014472579956049,4,1.2,1.0,1.0
2.435,myopic,3168,226.97666594362806,217.37292827606205,203.13710189819335,1.0821412850849321,2.3027461242675717,8.230938873291024,4,1.2,1.0,1.0
2.435,nominal_dynamic,3117,227.9862769765208,218.92276195526122,206.50544471740724,0.07253025219216941,0.114003391265868,4.86259605407713,4,1.2,1.0,1.0
2.435,persistent_dro,2928,227.97846674264943,218.92903018951418,206.5651665878296,0.08034048606356015,0.1423262596130434,4.8028741836547795,4,1.2,1.0,1.0
2.44,myopic,3168,227.43822516591297,217.79640804290773,203.5247785949707,1.0781339568766461,2.301773719787605,7.940218963623039,4,1.2,1.0,1.0
2.44,nominal_dynamic,3117,228.44630092550813,219.34923892974854,206.89471321105955,0.07005819728150964,0.1155733299255535,4.570284347534198,4,1.2,1.0,1.0
2.44,persistent_dro,2928,228.4380867795375,219.3504421615601,206.9543751525879,0.07827234325210208,0.1451931953430125,4.510622406005865,4,1.2,1.0,1.0
2.445,myopic,3168,227.89978438819793,218.21988780975343,203.91245529174805,1.0744622143340614,2.300801315307638,7.649499053955083,4,1.2,1.0,1.0
2.445,nominal_dynamic,3117,228.90632487449543,219.77082889556885,207.2839817047119,0.06792172803655239,0.11785531997679755,4.277972640991237,4,1.2,1.0,1.0
2.445,persistent_dro,2928,228.89770681642565,219.77185413360598,207.34358371734618,0.0765397861063479,0.148060131072981,4.218370628356951,4,1.2,1.0,1.0
2.45,myopic,3168,228.3613436104829,218.6630010604859,204.3001319885254,1.071187032114714,2.299828910827643,7.358779144287098,4,1.2,1.0,1.0
2.45,nominal_dynamic,3117,229.36634882348278,220.1924188613892,207.67325019836426,0.06618181911483437,0.12013731002807049,3.985660934448248,4,1.2,1.0,1.0
2.45,persistent_dro,2928,229.3573268533138,220.1932661056519,207.7327922821045,0.07520378928383181,0.15092706680297852,3.926118850708008,4,1.2,1.0,1.0
2.455,myopic,3168,228.82290283276785,219.11565931320192,204.68780868530274,1.0682438442898294,2.2988565063476476,7.068059234619142,4,1.2,1.0,1.0
2.455,nominal_dynamic,3117,229.8263727724701,220.61400882720952,208.0625186920166,0.06477390458757776,0.12231885910034641,3.693349227905287,4,1.2,1.0,1.0
2.455,persistent_dro,2928,229.8169468902019,220.6146780776978,208.1220008468628,0.07419978685577797,0.1536736106872639,3.6338670730590934,4,1.2,1.0,1.0
2.46,myopic,3168,229.2844620550528,219.55643009185792,205.07548538208007,1.0655745472582674,2.2978841018676803,6.777339324951157,4,1.2,1.0,1.0
2.46,nominal_dynamic,3117,230.28639672145744,221.0355987930298,208.45178718566893,0.06363988085364289,0.12460035324096459,3.401037521362298,4,1.2,1.0,1.0
2.46,persistent_dro,2928,230.27656692709002,221.03609004974368,208.51120941162108,0.07346967522104567,0.15653993606568414,3.3416152954101506,4,1.2,1.0,1.0
2.465,myopic,3168,229.74602127733772,219.99681396484377,205.4631620788574,1.0629397668831042,2.2969116973877135,6.486619415283201,4,1.2,1.0,1.0
2.465,nominal_dynamic,3117,230.74642067044473,221.45718875885012,208.84105567932127,0.06254037377610842,0.1268818473816112,3.108725814819337,4,1.2,1.0,1.0
2.465,persistent_dro,2928,230.73618696397813,221.45750202178957,208.90041797637937,0.07277408024271381,0.15940626144410439,3.049363517761236,4,1.2,1.0,1.0
2.47,myopic,3168,230.20758049962274,220.44141826629644,205.85083877563477,1.060311377143114,2.2959392929077183,6.195899505615216,4,1.2,1.0,1.0
2.47,nominal_dynamic,3117,231.2064446194321,221.87877872467047,209.23032417297364,0.06144725733374519,0.12916334152222936,2.816414108276348,4,1.2,1.0,1.0
2.47,persistent_dro,2928,231.1958070008663,221.87891399383548,209.28962654113772,0.07208487589955244,0.16227258682252463,2.757111740112265,4,1.2,1.0,1.0
2.475,myopic,3168,230.66913972190767,220.8759365081787,206.2385154724121,1.0579037288340432,2.294966888427723,5.90517959594726,4,1.2,1.0,1.0
2.475,nominal_dynamic,3117,231.66646856841942,222.30036869049073,209.61959266662598,0.060574882322301744,0.13144483566284754,2.524102401733387,4,1.2,1.0,1.0
2.475,persistent_dro,2928,231.6554270377544,222.30032596588134,209.678835105896,0.07161641298731203,0.16513891220094487,2.4648599624633505,4,1.2,1.0,1.0
2.48,myopic,3168,231.13069894419263,221.276180267334,206.62619216918947,1.05575486224418,2.293994483947756,5.614459686279275,4,1.2,1.0,1.0
2.48,nominal_dynamic,3117,232.12649251740672,222.72195865631105,210.00886116027831,0.05996128903006541,0.13372632980346572,2.2317906951904263,4,1.2,1.0,1.0
2.48,persistent_dro,2928,232.11504707464252,222.71248664855958,210.0680436706543,0.07140673179427745,0.16641706466674705,2.172608184814436,4,1.2,1.0,1.0
2.485,myopic,3168,231.59225816647754,221.67642402648931,207.0138688659668,1.0538005516044795,2.273006998697924,5.323739776611319,4,1.2,1.0,1.0
2.485,nominal_dynamic,3117,232.58651646639402,223.1310144805908,210.39812965393065,0.05954225168799316,0.1347488212585413,1.9394789886474655,4,1.2,1.0,1.0
2.485,persistent_dro,2928,232.57466711153063,223.1172655105591,210.4572522354126,0.07139160655140803,0.16927583694459386,1.8803564071655217,4,1.2,1.0,1.0
2.49,myopic,3168,232.05381738876255,222.09364658355722,207.40154556274416,1.0526779748750241,2.272168782552087,5.063412170410146,4,1.2,1.0,1.0
2.49,nominal_dynamic,3117,233.0465404153814,223.5362126922608,210.78739814758302,0.05995494825616636,0.13702432632447972,1.677559585571288,4,1.2,1.0,1.0
2.49,persistent_dro,2928,233.0342871484188,223.53582817077643,210.84646080017092,0.07220821521878303,0.17213460922241214,1.6184969329833905,4,1.2,1.0,1.0
2.495,myopic,3168,232.5153766110475,222.5165159988404,207.7892222595215,1.0516732539407898,2.271499150594073,4.8674433135986135,4,1.2,1.0,1.0
2.495,nominal_dynamic,3117,233.50656436436873,223.9574266815186,211.17666664123536,0.06048550061955874,0.13929983139038976,1.4799989318847508,4,1.2,1.0,1.0
2.495,persistent_dro,2928,233.4939071853069,223.97072341918945,211.2356693649292,0.07314267968137908,0.17499338150025906,1.4209962081908998,4,1.2,1.0,1.0
2.5,myopic,3168,232.97693583333242,222.9393854141236,208.17689895629883,1.050675864846756,2.270829518636069,4.671474456787109,4,1.2,1.0,1.0
2.5,nominal_dynamic,3117,233.96658831335603,224.39227771759033,211.5659351348877,0.06102338482315342,0.14157533645629986,1.2824382781982422,4,1.2,1.0,1.0
2.5,persistent_dro,2928,233.95352722219502,224.40561866760254,211.6248779296875,0.074084475984176,0.17785215377807737,1.2234954833984375,4,1.2,1.0,1.0
