alpha,method,schedule_id,mean_profit,p10_profit,worst_profit,mean_regret,p90_regret,maximum_regret,promotion_count,total_discount_depth,first_promotion_week,oracle_promotion_share
2.345,myopic,3168,218.6685999424989,209.83043354034427,196.15892135620118,1.3316996219682182,2.7428088569641185,13.463897247314435,4,1.2,1.0,1.0
2.345,nominal_dynamic,3117,219.70584589474896,211.27052272796635,199.49861183166504,0.2944536697181546,0.1267930984497004,10.124206771850567,4,1.2,1.0,1.0
2.345,persistent_dro,2820,219.69834208143007,211.26962966918953,199.66319774627686,0.3019574830370618,0.1817723083495964,9.959620857238747,4,1.2,1.0,1.0
2.35,myopic,3168,219.13015916478386,210.25330295562748,196.5465980529785,1.3031237592585379,2.522736930847199,13.173177337646479,4,1.2,1.0,1.0
2.35,nominal_dynamic,3117,220.1658698437363,211.6854984283448,199.88788032531738,0.2674130803061018,0.12281665802004227,9.831895065307606,4,1.2,1.0,1.0
2.35,persistent_dro,2820,220.15713838931174,211.68354606628424,200.05104560852052,0.2761445347306619,0.1836162567138615,9.668729782104464,4,1.2,1.0,1.0
2.355,myopic,3168,219.5917183870688,210.67617237091068,196.93427474975587,1.2772331235614929,2.4871455287933495,12.882457427978494,4,1.2,1.0,1.0
2.355,nominal_dynamic,3117,220.62589379272362,212.1004741287232,200.27714881896972,0.24305771790668454,0.12211559295653293,9.539583358764645,4,1.2,1.0,1.0
2.355,persistent_dro,2820,220.61593469719338,212.09746246337897,200.43889347076416,0.2530168134368963,0.16512136459349788,9.37783870697021,4,1.2,1.0,1.0
2.36,myopic,3168,220.05327760935373,211.09904178619385,197.3219514465332,1.2540418454296893,2.4862175369262616,12.591737518310538,4,1.2,1.0,1.0
2.36,nominal_dynamic,3117,221.08591774171092,212.5154498291016,200.66641731262206,0.22140171307250947,0.11171682357787097,9.247271652221684,4,1.2,1.0,1.0
2.36,persistent_dro,2820,221.07473100507502,212.51137886047368,200.82674133300782,0.23258844970837292,0.16883668899535564,9.086947631835926,4,1.2,1.0,1.0
2.365,myopic,3168,220.51483683163872,211.52191120147708,197.70962814331057,1.2326578762141362,2.4334987115860005,12.301017608642553,4,1.2,1.0,1.0
2.365,nominal_dynamic,3117,221.54594169069827,212.93042552948006,201.05568580627443,0.201553017154584,0.11417505264284955,8.954959945678695,4,1.2,1.0,1.0
2.365,persistent_dro,2820,221.53352731295675,212.92529525756842,201.21458919525148,0.21396739489610028,0.16923468589783397,8.796056556701643,4,1.2,1.0,1.0
2.37,myopic,3168,220.97639605392368,211.94478061676026,198.0973048400879,1.2135499343958989,2.4306027603149416,12.010297698974597,4,1.2,1.0,1.0
2.37,nominal_dynamic,3117,222.00596563968557,213.34540122985845,201.44495429992676,0.1839803486339736,0.11443226814270702,8.662648239135734,4,1.2,1.0,1.0
2.37,persistent_dro,2820,221.99232362083842,213.36391452789312,201.60243705749514,0.19762236748114084,0.16754146099092115,8.50516548156736,4,1.2,1.0,1.0
2.375,myopic,3168,221.4379552762086,212.3621702194214,198.48498153686523,1.1958951395439605,2.4298429489135756,11.71957778930664,4,1.2,1.0,1.0
2.375,nominal_dynamic,3117,222.4659895886729,213.76037693023687,201.8342227935791,0.16786082707966368,0.11327850818634033,8.370336532592773,4,1.2,1.0,1.0
2.375,persistent_dro,2820,222.4511199287201,213.803879737854,201.99028491973877,0.182730487032483,0.1712101697921753,8.214274406433105,4,1.2,1.0,1.0
2.38,myopic,3168,221.89951449849355,212.77663528442383,198.87265823364257,1.1788309153047702,2.3724812173843493,11.428857879638684,4,1.2,1.0,1.0
2.38,nominal_dynamic,3117,222.9260135376602,214.17535263061527,202.22349128723144,0.15233187613810217,0.11570587635040397,8.078024826049813,4,1.2,1.0,1.0
2.38,persistent_dro,2820,222.90991623660173,214.21959091186525,202.3781327819824,0.16842917719657358,0.1710431206226417,7.923383331298851,4,1.2,1.0,1.0
2.385,myopic,3168,222.3610737207785,213.19110034942625,199.2603349304199,1.163091180667033,2.3176320600509546,11.138137969970728,4,1.2,1.0,1.0
2.385,nominal_dynamic,3117,223.38603748664752,214.59631814956666,202.61275978088378,0.13812741479799168,0.11011918425558356,7.785713119506852,4,1.2,1.0,1.0
