week,dynamic_profit,myopic_profit,vdo_contribution,cumulative_vdo,decision_week,alpha,capacity,washout_horizon
17,125.26879069137922,125.26879069270501,-1.3257874798000557e-09,2.1618081234464626e-05,False,2.85,1,12
18,112.37053965906212,112.37053966008705,-1.0249294746245141e-09,2.161705630499e-05,False,2.85,1,12
19,111.24245630079446,111.24245630160242,-8.079581448328099e-10,2.1616248346845168e-05,False,2.85,1,12
20,108.3382817753826,108.33828177602584,-6.432401278289035e-10,2.161560510671734e-05,False,2.85,1,12
21,124.10174277762152,124.10174277813431,-5.127844815433491e-10,2.1615092322235796e-05,False,2.85,1,12
22,130.0959272463753,130.09592724690384,-5.285301085677929e-10,2.1614563792127228e-05,False,2.85,1,12
23,133.07294575636212,133.07294575686984,-5.077254172647372e-10,2.1614056066709963e-05,False,2.85,1,12
24,134.49125369585175,134.4912536964582,-6.064340141165303e-10,2.1613449632695847e-05,False,2.85,1,12
1,261.6445668788249,261.6445606619806,6.2168442696020065e-06,6.2168442696020065e-06,True,2.9,1,12
2,236.23614395703132,236.23614397258524,-1.5553922594335745e-08,6.201290347007671e-06,True,2.9,1,12
3,140.26295246111073,140.2629524658074,-4.696659061664832e-09,6.196593687946006e-06,True,2.9,1,12
4,205.24079754150216,205.24079271883076,4.822671400006584e-06,1.101926508795259e-05,True,2.9,1,12
5,235.38763163680355,235.38763165387587,-1.707232399894565e-08,1.1002192763953644e-05,True,2.9,1,12
6,182.4148039345597,182.41480394191134,-7.351644626396592e-09,1.0994841119327248e-05,True,2.9,1,12
7,249.9060524684894,249.90604645025599,6.018233420945762e-06,1.701307454027301e-05,True,2.9,1,12
8,220.17520570528325,220.17520572271948,-1.7436235566492542e-08,1.6995638304706517e-05,True,2.9,1,12
9,166.33554711852577,166.3355471259101,-7.384329592241556e-09,1.6988253975114276e-05,True,2.9,1,12
10,230.6994416419571,230.69943606153953,5.580417564488016e-06,2.2568671539602292e-05,True,2.9,1,12
11,211.55423118422132,211.55423119954975,-1.532842475171492e-08,2.2553343114850577e-05,True,2.9,1,12
12,167.4045838960676,167.4045839028784,-6.8107794959360035e-09,2.254653233535464e-05,True,2.9,1,12
13,146.98545209090975,146.98545209504755,-4.137802989134798e-09,2.2542394532365506e-05,False,2.9,1,12
14,145.50481935013323,145.50481935288119,-2.7479529762786115e-09,2.2539646579389228e-05,False,2.9,1,12
15,142.64822267206446,142.6482226740639,-1.9994388367194915e-09,2.2537647140552508e-05,False,2.9,1,12
16,139.61767306279515,139.61767306456352,-1.768370339050307e-09,2.2535878770213458e-05,False,2.9,1,12
17,125.26879069137922,125.26879069270501,-1.3257874798000557e-09,2.2534552982733658e-05,False,2.9,1,12
18,112.37053965906212,112.37053966008705,-1.0249294746245141e-09,2.2533528053259033e-05,False,2.9,1,12
19,111.24245630079446,111.24245630160242,-8.079581448328099e-10,2.25327200951142e-05,False,2.9,1,12
20,108.3382817753826,108.33828177602584,-6.432401278289035e-10,2.253207685498637e-05,False,2.9,1,12
21,124.10174277762152,124.10174277813431,-5.127844815433491e-10,2.2531564070504828e-05,False,2.9,1,12
22,130.0959272463753,130.09592724690384,-5.285301085677929e-10,2.253103554039626e-05,False,2.9,1,12
23,133.07294575636212,133.07294575686984,-5.077254172647372e-10,2.2530527814978996e-05,False,2.9,1,12
24,134.49125369585175,134.4912536964582,-6.064340141165303e-10,2.252992138096488e-05,False,2.9,1,12
1,265.7320823577666,265.73207588937686,6.468389756264514e-06,6.468389756264514e-06,True,2.95,1,12
2,240.09188560222086,240.09188561777478,-1.5553922594335745e-08,6.4528358336701785e-06,True,2.95,1,12
3,141.83461977647363,141.83461978117026,-4.6966306399554014e-09,6.448139203030223e-06,True,2.95,1,12
4,208.42467681694504,208.4246717990203,5.017924735284396e-06,1.1466063938314619e-05,True,2.95,1,12
5,239.14830037154928,239.1483003886216,-1.707232399894565e-08,1.1448991614315673e-05,True,2.95,1,12
6,184.36220208578334,184.36220209313498,-7.351644626396592e-09,1.1441639969689277e-05,True,2.95,1,12
7,253.8832220111484,253.88321574922105,6.261927353534702e-06,1.770356732322398e-05,True,2.95,1,12
8,223.65477276960468,223.6547727870409,-1.7436235566492542e-08,1.7686131087657486e-05,True,2.95,1,12
9,168.14522320237867,168.14522320976303,-7.384358013950987e-09,1.7678746729643535e-05,True,2.95,1,12
10,234.388765202078,234.38875939568118,5.806396814023174e-06,2.348514354366671e-05,True,2.95,1,12
11,214.91999185440304,214.91999186973146,-1.532842475171492e-08,2.3469815118914994e-05,True,2.95,1,12
12,169.0807864466749,169.08078645348567,-6.8107794959360035e-09,2.3463004339419058e-05,True,2.95,1,12
13,146.98545209090975,146.98545209504755,-4.137802989134798e-09,2.3458866536429923e-05,False,2.95,1,12
14,145.50481935013323,145.50481935288119,-2.7479529762786115e-09,2.3456118583453645e-05,False,2.95,1,12
15,142.64822267206446,142.6482226740639,-1.9994388367194915e-09,2.3454119144616925e-05,False,2.95,1,12
16,139.61767306279515,139.61767306456352,-1.768370339050307e-09,2.3452350774277875e-05,False,2.95,1,12
17,125.26879069137922,125.26879069270501,-1.3257874798000557e-09,2.3451024986798075e-05,False,2.95,1,12
18,112.37053965906212,112.37053966008705,-1.0249294746245141e-09,2.345000005732345e-05,False,2.95,1,12
19,111.24245630079446,111.24245630160242,-8.079581448328099e-10,2.3449192099178617e-05,False,2.95,1,12
20,108.3382817753826,108.33828177602584,-6.432401278289035e-10,2.344854885905079e-05,False,2.95,1,12
21,124.10174277762152,124.10174277813431,-5.127844815433491e-10,2.3448036074569245e-05,False,2.95,1,12
22,130.0959272463753,130.09592724690384,-5.285301085677929e-10,2.3447507544460677e-05,False,2.95,1,12
23,133.07294575636212,133.07294575686984,-5.077254172647372e-10,2.3446999819043413e-05,False,2.95,1,12
24,134.49125369585175,134.4912536964582,-6.064340141165303e-10,2.3446393385029296e-05,False,2.95,1,12
1,269.8195978367083,269.8195911167731,6.719935186083603e-06,6.719935186083603e-06,True,3.0,1,12
2,243.94762724741034,243.94762726296426,-1.5553922594335745e-08,6.7043812634892674e-06,True,3.0,1,12
3,143.4062870918365,143.40628709653313,-4.6966306399554014e-09,6.699684632849312e-06,True,3.0,1,12
4,150.23485427374814,211.6085508792098,-61.373696605461646,-61.37368990577701,True,3.0,1,12
5,263.8582514629879,242.90896912336729,20.949282339620595,-40.42440756615642,True,3.0,1,12
6,238.31393591215337,186.3096002443586,52.00433566779478,11.579928101638359,True,3.0,1,12
7,183.80412506596377,257.8603850481861,-74.05625998222234,-62.476331880583984,True,3.0,1,12
8,253.6182633667488,227.1343398513623,26.483923515386493,-35.99240836519749,True,3.0,1,12
9,214.57547259018637,169.95489929361594,44.62057329657043,8.628164931372936,True,3.0,1,12
10,168.1742544177741,238.0780827298228,-69.90382831204869,-61.27566338067575,True,3.0,1,12
11,233.06592226540596,218.28575253991312,14.78016972549284,-46.49549365518291,True,3.0,1,12
12,218.15212242357694,170.75698900409296,47.39513341948398,0.899639764301071,True,3.0,1,12
13,146.82652355345766,146.98545209504755,-0.15892854158988712,0.7407112227111838,False,3.0,1,12
14,145.4195133460576,145.50481935288119,-0.08530600682357203,0.6554052158876118,False,3.0,1,12
15,142.56188058976525,142.6482226740639,-0.08634208429864998,0.5690631315889618,False,3.0,1,12
16,139.56264601566647,139.61767306456352,-0.05502704889704546,0.5140360826919164,False,3.0,1,12
17,125.23312387571598,125.26879069270501,-0.03566681698903551,0.47836926570288085,False,3.0,1,12
18,112.34504955245407,112.37053966008705,-0.025490107632975878,0.452879158069905,False,3.0,1,12
19,111.20527439736891,111.24245630160242,-0.0371819042335062,0.4156972538363988,False,3.0,1,12
20,108.30708277733488,108.33828177602584,-0.031198998690953772,0.384498255145445,False,3.0,1,12
21,124.07077736681492,124.10174277813431,-0.030965411319385794,0.3535328438260592,False,3.0,1,12
22,130.06706878746064,130.09592724690384,-0.028858459443199536,0.32467438438285967,False,3.0,1,12
23,133.04575271701145,133.07294575686984,-0.027193039858389056,0.2974813445244706,False,3.0,1,12
24,134.46607904253818,134.4912536964582,-0.025174653920004175,0.27230669060446644,False,3.0,1,12
1,273.90711331564984,273.9071063441693,6.971480559059273e-06,6.971480559059273e-06,True,3.05,1,12
2,247.8033688925998,247.80336890815371,-1.5553922594335745e-08,6.9559266364649375e-06,True,3.05,1,12
3,144.97795440719935,144.97795441189598,-4.6966306399554014e-09,6.951230005824982e-06,True,3.05,1,12
4,152.87038444334033,214.79242995939927,-61.922045516058944,-61.92203856482894,True,3.05,1,12
5,267.87052278545184,246.669637858113,21.200884927338848,-40.72115363749009,True,3.05,1,12
6,242.01588289990897,188.2569983955822,53.75888450432677,13.037730866836682,True,3.05,1,12
7,185.76716423027779,261.83755434715107,-76.07039011687328,-63.0326592500366,True,3.05,1,12
8,257.5755521313177,230.61390691568374,26.96164521563395,-36.07101403440265,True,3.05,1,12
9,217.85186164290295,171.76457537746884,46.0872862654341,10.01627223103145,True,3.05,1,12
10,169.92312542600547,241.76740606396442,-71.84428063795895,-61.828008406927495,True,3.05,1,12
11,236.49431015603014,221.6515132100948,14.842796945935333,-46.98521146099216,True,3.05,1,12
12,221.44277060891918,172.59160023273455,48.851170376184626,1.865958915192465,True,3.05,1,12
13,146.82652355345766,146.40238924089482,0.42413431256284184,2.2900932277553068,False,3.05,1,12
14,145.4195133460576,145.21442710376084,0.20508624229677253,2.4951794700520793,False,3.05,1,12
15,142.56188058976525,142.43612620289292,0.12575438687233031,2.6209338569244096,False,3.05,1,12
16,139.56264601566647,139.51800868784485,0.044637327821618555,2.665571184746028,False,3.05,1,12
17,125.23312387571598,125.20418979281689,0.0289340828990845,2.6945052676451127,False,3.05,1,12
18,112.34504955245407,112.32930854842007,0.01574100403399825,2.710246271679111,False,3.05,1,12
19,111.20527439736891,111.18437717397703,0.020897223391884268,2.731143495070995,False,3.05,1,12
20,108.30708277733488,108.29076373169747,0.016319045637416707,2.747462540708412,False,3.05,1,12
21,124.07077736681492,124.05773166300236,0.013045703812565534,2.7605082445209774,False,3.05,1,12
22,130.06706878746064,130.0545687362184,0.012500051242227528,2.773008295763205,False,3.05,1,12
23,133.04575271701145,133.0336922268242,0.012060490187252526,2.7850687859504575,False,3.05,1,12
24,134.46607904253818,134.45642264206109,0.00965640047709826,2.7947251864275557,False,3.05,1,12
1,277.9946287945916,277.9946215715656,7.223026045721781e-06,7.223026045721781e-06,True,3.1,1,12
2,251.65911053778927,251.6591105533432,-1.5553922594335745e-08,7.207472123127445e-06,True,3.1,1,12
3,146.54962172256222,146.54962172725888,-4.696659061664832e-09,7.20277546406578e-06,True,3.1,1,12
4,155.50591461293251,217.97630903958884,-62.47039442665633,-62.47038722388086,True,3.1,1,12
5,271.88279410791586,250.43030659285876,21.4524875150571,-41.01789970882376,True,3.1,1,12
6,245.7178298876647,190.20439654680584,55.51343334085885,14.495533632035091,True,3.1,1,12
7,187.73020339459185,265.81472364611614,-78.08452025152428,-63.58898661948919,True,3.1,1,12
8,261.5328408958866,234.09347398000511,27.439366915881465,-36.149619703607726,True,3.1,1,12
9,221.1282506956196,173.57425146132178,47.553999234297834,11.404379530690107,True,3.1,1,12
10,171.67199643423686,245.45672939810612,-73.78473296386926,-62.38035343317915,True,3.1,1,12
11,239.9226980466544,225.01727388027652,14.905424166377884,-47.47492926680127,True,3.1,1,12
12,224.73341879426144,175.54636573299513,49.18705306126631,1.7121237944650431,True,3.1,1,12
13,146.82652355345766,146.40238924089482,0.42413431256284184,2.136258107027885,False,3.1,1,12
14,145.4195133460576,145.21442710376084,0.20508624229677253,2.3413443493246575,False,3.1,1,12
15,142.56188058976525,142.43612620289292,0.12575438687233031,2.467098736196988,False,3.1,1,12
16,139.56264601566647,139.51800868784485,0.044637327821618555,2.5117360640186064,False,3.1,1,12
17,125.23312387571598,125.20418979281689,0.0289340828990845,2.540670146917691,False,3.1,1,12
18,112.34504955245407,112.32930854842007,0.01574100403399825,2.556411150951689,False,3.1,1,12
19,111.20527439736891,111.18437717397703,0.020897223391884268,2.5773083743435734,False,3.1,1,12
20,108.30708277733488,108.29076373169747,0.016319045637416707,2.59362741998099,False,3.1,1,12
21,124.07077736681492,124.05773166300236,0.013045703812565534,2.6066731237935556,False,3.1,1,12
22,130.06706878746064,130.0545687362184,0.012500051242227528,2.619173175035783,False,3.1,1,12
23,133.04575271701145,133.0336922268242,0.012060490187252526,2.6312336652230357,False,3.1,1,12
24,134.46607904253818,134.45642264206109,0.00965640047709826,2.640890065700134,False,3.1,1,12
1,282.0821442735332,282.08213679896176,7.474571418697451e-06,7.474571418697451e-06,True,3.15,1,12
2,255.51485218297873,255.51485219853265,-1.5553922594335745e-08,7.459017496103115e-06,True,3.15,1,12
3,148.1212890379251,148.12128904262175,-4.696659061664832e-09,7.4543208370414504e-06,True,3.15,1,12
4,158.14144478252467,221.16018811977833,-63.01874333725365,-63.018735882932816,True,3.15,1,12
5,275.8950654303798,254.19097532760446,21.704090102775353,-41.31464578015746,True,3.15,1,12
6,249.41977687542033,192.15179469802945,57.26798217739088,15.953336397233414,True,3.15,1,12
7,189.69324255890587,269.7918929450812,-80.09865038617534,-64.14531398894192,True,3.15,1,12
8,265.49012966045547,237.57304104432652,27.91708861612895,-36.22822537281297,True,3.15,1,12
9,224.40463974833617,175.38392754517469,49.02071220316148,12.792486830348508,True,3.15,1,12
10,173.42086744246822,249.1460527322477,-75.72518528977949,-62.93269845943098,True,3.15,1,12
11,243.35108593727858,228.38303455045818,14.968051386820406,-47.964647072610575,True,3.15,1,12
12,228.0240669796037,178.50113123325576,49.52293574634794,1.5582886737373656,True,3.15,1,12
13,146.82652355345766,146.40238924089482,0.42413431256284184,1.9824229863002074,False,3.15,1,12
14,145.4195133460576,145.21442710376084,0.20508624229677253,2.18750922859698,False,3.15,1,12
15,142.56188058976525,142.43612620289292,0.12575438687233031,2.3132636154693103,False,3.15,1,12
16,139.56264601566647,139.51800868784485,0.044637327821618555,2.357900943290929,False,3.15,1,12
17,125.23312387571598,125.20418979281689,0.0289340828990845,2.3868350261900133,False,3.15,1,12
18,112.34504955245407,112.32930854842007,0.01574100403399825,2.4025760302240116,False,3.15,1,12
19,111.20527439736891,111.18437717397703,0.020897223391884268,2.423473253615896,False,3.15,1,12
20,108.30708277733488,108.29076373169747,0.016319045637416707,2.4397922992533125,False,3.15,1,12
21,124.07077736681492,124.05773166300236,0.013045703812565534,2.452838003065878,False,3.15,1,12
22,130.06706878746064,130.0545687362184,0.012500051242227528,2.4653380543081056,False,3.15,1,12
23,133.04575271701145,133.0336922268242,0.012060490187252526,2.477398544495358,False,3.15,1,12
24,134.46607904253818,134.45642264206109,0.00965640047709826,2.4870549449724564,False,3.15,1,12
1,286.1696597524749,286.16965202635805,7.72611684851654e-06,7.72611684851654e-06,True,3.2,1,12
2,259.37059382816824,259.3705938437222,-1.5553951016045175e-08,7.710562897500495e-06,True,3.2,1,12
3,149.69295635328797,149.6929563579846,-4.6966306399554014e-09,7.70586626686054e-06,True,3.2,1,12
4,160.77697495211686,224.34406719996787,-63.56709224785101,-63.56708454198474,True,3.2,1,12
5,279.9073367528438,257.9516440623502,21.95569269049355,-41.61139185149119,True,3.2,1,12
6,253.12172386317602,194.11039905266634,59.01132481050968,17.399932959018486,True,3.2,1,12
7,191.6562817232199,273.307185590591,-81.65090386737111,-64.25097090835263,True,3.2,1,12
8,269.4474184250244,240.82361618029861,28.623802244725795,-35.62716866362683,True,3.2,1,12
9,227.68102880105283,177.81981498776884,49.861213813283996,14.234045149657163,True,3.2,1,12
10,175.1697384506996,252.7009090258441,-77.5311705751445,-63.29712542548734,True,3.2,1,12
11,246.77947382790282,231.6333154692201,15.146158358682726,-48.15096706680461,True,3.2,1,12
12,231.314715164946,181.08442513986412,50.23029002508187,2.0793229582772597,True,3.2,1,12
13,146.82652355345766,146.33152288161867,0.4950006718389943,2.574323630116254,False,3.2,1,12
14,145.4195133460576,145.15257626110528,0.2669370849523318,2.841260715068586,False,3.2,1,12
15,142.56188058976525,142.37822867420803,0.1836519155572205,3.0249126306258063,False,3.2,1,12
16,139.56264601566647,139.47744874394033,0.08519727172614466,3.110109902351951,False,3.2,1,12
17,125.23312387571598,125.1736823842901,0.05944149142587207,3.169551393777823,False,3.2,1,12
18,112.34504955245407,112.30734384708163,0.037705705372445664,3.2072570991502687,False,3.2,1,12
19,111.20527439736891,111.15587244851301,0.04940194885590188,3.2566590480061706,False,3.2,1,12
20,108.30708277733488,108.26564265450041,0.04144012283447296,3.2980991708406435,False,3.2,1,12
21,124.07077736681492,124.03321040611773,0.03756696069719112,3.3356661315378346,False,3.2,1,12
22,130.06706878746064,130.0306037483057,0.036465039154933265,3.372131170692768,False,3.2,1,12
23,133.04575271701145,133.01025656467445,0.03549615233700365,3.4076273230297716,False,3.2,1,12
24,134.46607904253818,134.4351408390859,0.030938203452279822,3.4385655264820514,False,3.2,1,12
1,158.50314572010907,158.55129368779754,-0.04814796768846463,-0.04814796768846463,True,1.4,2,12
2,155.5875812013029,155.2005276763154,0.38705352498749335,0.3389055572990287,True,1.4,2,12
3,117.53987570350206,117.41662268432783,0.12325301917422848,0.4621585764732572,True,1.4,2,12
4,126.9679012648414,126.92743622168337,0.04046504315803645,0.5026236196312936,True,1.4,2,12
5,157.90238197619894,157.4579418642115,0.44444011198743283,0.9470637316187265,True,1.4,2,12
6,155.00606431663257,154.7942795326229,0.21178478400966583,1.1588485156283923,True,1.4,2,12
7,152.4136560451378,152.322829373471,0.0908266716668038,1.249675187295196,True,1.4,2,12
8,148.8039656999684,148.3321980110409,0.47176768892748555,1.7214428762226817,True,1.4,2,12
9,140.96011668085495,140.73128484253806,0.2288318383168928,1.9502747145395745,True,1.4,2,12
10,140.32974009545734,140.21972253920723,0.11001755625011356,2.060292270789688,True,1.4,2,12
11,142.48619888697212,142.02400256513042,0.46219632184170223,2.5224885926313902,True,1.4,2,12
12,144.14730331340456,143.90582727914347,0.24147603426109754,2.763964626892488,True,1.4,2,12
13,149.99473925413966,149.81998995144323,0.1747493026964264,2.938713929588914,False,1.4,2,12
14,147.037916358144,146.90457587026438,0.1333404878796216,3.072054417468536,False,1.4,2,12
15,143.5756821090128,143.4726363696613,0.10304573935150074,3.1751001568200365,False,1.4,2,12
16,140.30137362481025,140.2188917505519,0.08248187425834885,3.2575820310783854,False,1.4,2,12
17,125.70939827137677,125.6420788312831,0.06731944009366941,3.324901471172055,False,1.4,2,12
18,112.67571909826819,112.62023308613155,0.055486012136640284,3.380387483308695,False,1.4,2,12
19,111.50634076879713,111.46046025974715,0.04588050904997942,3.4262679923586745,False,1.4,2,12
20,108.5621490354334,108.51293734290383,0.049211692529567586,3.475479684888242,False,1.4,2,12
21,124.32730428884173,124.27087142638062,0.0564328624611079,3.53191254734935,False,1.4,2,12
22,130.30424561983534,130.25009225819417,0.054153361641169795,3.58606590899052,False,1.4,2,12
23,133.2649806787761,133.21451250671993,0.05046817205618481,3.6365340810467046,False,1.4,2,12
24,134.67243143352135,134.6253243423257,0.047107091195641715,3.6836411722423463,False,1.4,2,12
1,158.50314572010907,158.82795799193562,-0.32481227182654493,-0.32481227182654493,True,1.45,2,12
2,155.5875812013029,155.2005276763154,0.38705352498749335,0.06224125316094842,True,1.45,2,12
3,117.53987570350206,117.41662268432783,0.12325301917422848,0.1854942723351769,True,1.45,2,12
4,126.9679012648414,127.13746485915061,-0.16956359430920998,0.015930678025966927,True,1.45,2,12
5,157.90238197619894,157.4579418642115,0.44444011198743283,0.46037079001339976,True,1.45,2,12
6,155.00606431663257,154.7942795326229,0.21178478400966583,0.6721555740230656,True,1.45,2,12
7,152.4136560451378,152.5857955908928,-0.17213954575498747,0.5000160282680781,True,1.45,2,12
8,148.8039656999684,148.3321980110409,0.47176768892748555,0.9717837171955637,True,1.45,2,12
9,140.96011668085495,140.73128484253806,0.2288318383168928,1.2006155555124565,True,1.45,2,12
10,140.32974009545734,140.46814187050248,-0.13840177504513917,1.0622137804673173,True,1.45,2,12
11,142.48619888697212,142.02400256513042,0.46219632184170223,1.5244101023090195,True,1.45,2,12
12,144.14730331340456,143.90582727914347,0.24147603426109754,1.765886136570117,True,1.45,2,12
13,149.99473925413966,149.81998995144323,0.1747493026964264,1.9406354392665435,False,1.45,2,12
14,147.037916358144,146.90457587026438,0.1333404878796216,2.073975927146165,False,1.45,2,12
15,143.5756821090128,143.4726363696613,0.10304573935150074,2.177021666497666,False,1.45,2,12
16,140.30137362481025,140.2188917505519,0.08248187425834885,2.2595035407560147,False,1.45,2,12
17,125.70939827137677,125.6420788312831,0.06731944009366941,2.326822980849684,False,1.45,2,12
18,112.67571909826819,112.62023308613155,0.055486012136640284,2.3823089929863244,False,1.45,2,12
19,111.50634076879713,111.46046025974715,0.04588050904997942,2.428189502036304,False,1.45,2,12
20,108.5621490354334,108.51293734290383,0.049211692529567586,2.4774011945658714,False,1.45,2,12
21,124.32730428884173,124.27087142638062,0.0564328624611079,2.5338340570269793,False,1.45,2,12
22,130.30424561983534,130.25009225819417,0.054153361641169795,2.587987418668149,False,1.45,2,12
23,133.2649806787761,133.21451250671993,0.05046817205618481,2.638455590724334,False,1.45,2,12
24,134.67243143352135,134.6253243423257,0.047107091195641715,2.6855626819199756,False,1.45,2,12
1,158.50314572010907,159.1046222960737,-0.6014765759646252,-0.6014765759646252,True,1.5,2,12
2,155.5875812013029,155.2005276763154,0.38705352498749335,-0.21442305097713188,True,1.5,2,12
3,117.53987570350206,117.41662268432783,0.12325301917422848,-0.0911700318029034,True,1.5,2,12
4,126.9679012648414,127.34749349661786,-0.3795922317764564,-0.4707622635793598,True,1.5,2,12
5,157.90238197619894,157.4579418642115,0.44444011198743283,-0.026322151591926968,True,1.5,2,12
6,155.00606431663257,154.7942795326229,0.21178478400966583,0.18546263241773886,True,1.5,2,12
7,152.4136560451378,152.84876180831455,-0.4351057631767503,-0.24964313075901146,True,1.5,2,12
8,148.8039656999684,148.3321980110409,0.47176768892748555,0.2221245581684741,True,1.5,2,12
9,140.96011668085495,140.73128484253806,0.2288318383168928,0.4509563964853669,True,1.5,2,12
10,140.32974009545734,140.71656120179773,-0.3868211063403919,0.06413529014497499,True,1.5,2,12
11,142.48619888697212,142.02400256513042,0.46219632184170223,0.5263316119866772,True,1.5,2,12
12,144.14730331340456,143.90582727914347,0.24147603426109754,0.7678076462477748,True,1.5,2,12
13,149.99473925413966,149.81998995144323,0.1747493026964264,0.9425569489442012,False,1.5,2,12
14,147.037916358144,146.90457587026438,0.1333404878796216,1.0758974368238228,False,1.5,2,12
15,143.5756821090128,143.4726363696613,0.10304573935150074,1.1789431761753235,False,1.5,2,12
16,140.30137362481025,140.2188917505519,0.08248187425834885,1.2614250504336724,False,1.5,2,12
17,125.70939827137677,125.6420788312831,0.06731944009366941,1.3287444905273418,False,1.5,2,12
18,112.67571909826819,112.62023308613155,0.055486012136640284,1.384230502663982,False,1.5,2,12
19,111.50634076879713,111.46046025974715,0.04588050904997942,1.4301110117139615,False,1.5,2,12
20,108.5621490354334,108.51293734290383,0.049211692529567586,1.479322704243529,False,1.5,2,12
21,124.32730428884173,124.27087142638062,0.0564328624611079,1.535755566704637,False,1.5,2,12
22,130.30424561983534,130.25009225819417,0.054153361641169795,1.5899089283458068,False,1.5,2,12
23,133.2649806787761,133.21451250671993,0.05046817205618481,1.6403771004019916,False,1.5,2,12
24,134.67243143352135,134.6253243423257,0.047107091195641715,1.6874841915976333,False,1.5,2,12
1,158.50314572010907,159.38128660021178,-0.8781408801027055,-0.8781408801027055,True,1.55,2,12
2,155.5875812013029,155.2005276763154,0.38705352498749335,-0.4910873551152122,True,1.55,2,12
3,117.53987570350206,117.41662268432783,0.12325301917422848,-0.3678343359409837,True,1.55,2,12
4,126.9679012648414,127.5575221340851,-0.5896208692437028,-0.9574552051846865,True,1.55,2,12
5,157.90238197619894,157.4579418642115,0.44444011198743283,-0.5130150931972537,True,1.55,2,12
6,155.00606431663257,154.7942795326229,0.21178478400966583,-0.30123030918758786,True,1.55,2,12
7,152.4136560451378,153.11172802573634,-0.6980719805985416,-0.9993022897861294,True,1.55,2,12
8,148.8039656999684,148.3321980110409,0.47176768892748555,-0.5275346008586439,True,1.55,2,12
9,140.96011668085495,140.73128484253806,0.2288318383168928,-0.2987027625417511,True,1.55,2,12
10,140.32974009545734,140.96498053309298,-0.6352404376356446,-0.9339432001773957,True,1.55,2,12
11,142.48619888697212,142.02400256513042,0.46219632184170223,-0.4717468783356935,True,1.55,2,12
12,144.14730331340456,143.90582727914347,0.24147603426109754,-0.23027084407459597,True,1.55,2,12
13,149.99473925413966,149.81998995144323,0.1747493026964264,-0.05552154137816956,False,1.55,2,12
14,147.037916358144,146.90457587026438,0.1333404878796216,0.07781894650145205,False,1.55,2,12
15,143.5756821090128,143.4726363696613,0.10304573935150074,0.1808646858529528,False,1.55,2,12
16,140.30137362481025,140.2188917505519,0.08248187425834885,0.26334656011130164,False,1.55,2,12
17,125.70939827137677,125.6420788312831,0.06731944009366941,0.33066600020497106,False,1.55,2,12
18,112.67571909826819,112.62023308613155,0.055486012136640284,0.38615201234161134,False,1.55,2,12
19,111.50634076879713,111.46046025974715,0.04588050904997942,0.43203252139159076,False,1.55,2,12
20,108.5621490354334,108.51293734290383,0.049211692529567586,0.48124421392115835,False,1.55,2,12
21,124.32730428884173,124.27087142638062,0.0564328624611079,0.5376770763822663,False,1.55,2,12
22,130.30424561983534,130.25009225819417,0.054153361641169795,0.591830438023436,False,1.55,2,12
23,133.2649806787761,133.21451250671993,0.05046817205618481,0.6422986100796209,False,1.55,2,12
24,134.67243143352135,134.6253243423257,0.047107091195641715,0.6894057012752626,False,1.55,2,12
1,158.50314572010907,159.6579509043499,-1.1548051842408142,-1.1548051842408142,True,1.6,2,12
2,156.73556543562478,155.2005276763154,1.5350377593093754,0.3802325750685611,True,1.6,2,12
3,117.25924950758444,117.41662268432783,-0.15737317674339124,0.22285939832516988,True,1.6,2,12
4,126.83673853067279,127.76755077155235,-0.9308122408795612,-0.7079528425543913,True,1.6,2,12
5,158.91962001847693,157.4579418642115,1.461678154265428,0.7537253117110367,True,1.6,2,12
6,154.57083391601927,154.7942795326229,-0.22344561660364093,0.5302796951073958,True,1.6,2,12
7,152.199891151528,153.3746942431581,-1.1748030916301104,-0.6445233965227146,True,1.6,2,12
8,149.76539762093276,148.3321980110409,1.433199609891858,0.7886762133691434,True,1.6,2,12
9,140.51420723023978,140.73128484253806,-0.21707761229828293,0.5715986010708605,True,1.6,2,12
10,140.10050475080146,141.21339986438824,-1.1128951135867737,-0.5412965125159133,True,1.6,2,12
11,143.35996287400235,142.02400256513042,1.3359603088719325,0.7946637963560192,True,1.6,2,12
12,143.6925860460167,143.90582727914347,-0.21324123312678012,0.5814225632292391,True,1.6,2,12
13,149.7401430453173,149.81998995144323,-0.07984690612593681,0.5015756571033023,False,1.6,2,12
14,146.8664140605526,146.90457587026438,-0.03816180971179506,0.46341384739150726,False,1.6,2,12
15,143.4518207571692,143.4726363696613,-0.0208156124921004,0.44259823489940686,False,1.6,2,12
16,140.20613791090304,140.2188917505519,-0.012753839648866006,0.42984439525054086,False,1.6,2,12
17,125.63361510484292,125.6420788312831,-0.00846372644018345,0.4213806688103574,False,1.6,2,12
18,112.61429255747295,112.62023308613155,-0.0059405286585985095,0.4154401401517589,False,1.6,2,12
19,111.45612604735355,111.46046025974715,-0.004334212393601433,0.41110592775815746,False,1.6,2,12
20,108.50872245304794,108.51293734290383,-0.0042148898558878045,0.40689103790226966,False,1.6,2,12
21,124.26639762587754,124.27087142638062,-0.004473800503077996,0.40241723739919166,False,1.6,2,12
22,130.24605544019897,130.25009225819417,-0.004036817995199726,0.39838041940399194,False,1.6,2,12
