evaluation_split,metric,point_estimate,bootstrap_mean,ci_lower_95,ci_upper_95,bootstrap_replications
test,nominal_unsupported_share,0.01652694610778443,0.01660653833478301,0.011791390521960987,0.021898607595685262,500
test,mean_price_of_extrapolation,0.9349447143825538,0.9399867476534298,0.5058988135249254,1.5049582631314211,500
test,aggregate_unsupported_share,0.056162321774793036,0.055931851507738155,0.03615511409566825,0.08066361605391222,500
test,support_disagreement_spearman,-0.4285909977178596,-0.4277621481215566,-0.4652495365979796,-0.38779313499460055,500
