rho,mean_profit,p10_profit,maximum_regret,mean_regret,mean_promotion_count,mean_promotion_depth
0.0,208.88001835160244,208.88001835160247,0.0,0.0,0.0,0.0
0.30682181,208.88001835160244,208.88001835160247,0.0,0.0,0.0,0.0
0.61364363,208.88001835160244,208.88001835160247,0.0,0.0,0.0,0.0
0.92046544,208.88001835160244,208.88001835160247,0.0,0.0,0.0,0.0
1.22728726,208.88001835160244,208.88001835160247,0.0,0.0,0.0,0.0
