grid_name,weekly_capacity,alpha,policy,category_value,promotion_count,total_discount_depth,maximum_weekly_promotions,binding_weeks,slot_utilization,active_product_count,active_product_set,supported_promoted_product_share
supported,3,1.7,myopic,1763.815034205674,8,2.56,2,0,0.2222222222222222,2,3800000110|3800000120,1.0
supported,3,1.75,dynamic,1781.2553245997415,8,2.56,2,0,0.2222222222222222,2,3800000110|3800000120,1.0
supported,3,1.75,myopic,1779.6336690555008,8,2.56,2,0,0.2222222222222222,2,3800000110|3800000120,1.0
supported,3,1.8,dynamic,1797.0226316986073,8,2.56,2,0,0.2222222222222222,2,3800000110|3800000120,1.0
supported,3,1.8,myopic,1795.4523039053274,8,2.56,2,0,0.2222222222222222,2,3800000110|3800000120,1.0
supported,3,1.85,dynamic,1813.194702001411,9,3.06,3,1,0.25,3,1600066510|3800000110|3800000120,1.0
supported,3,1.85,myopic,1805.1164038788068,12,3.56,3,4,0.3333333333333333,3,1600066510|3800000110|3800000120,0.6666666666666666
supported,3,1.9,dynamic,1833.1671098222719,11,4.0600000000000005,3,1,0.3055555555555556,3,1600066510|3800000110|3800000120,1.0
supported,3,1.9,myopic,1828.0839930430238,12,4.5600000000000005,3,4,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,1.95,dynamic,1862.8565924525246,12,4.5600000000000005,3,1,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,1.95,myopic,1858.1064430876158,12,4.5600000000000005,3,4,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,2.0,dynamic,1892.7894679180768,12,4.5600000000000005,3,1,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,2.0,myopic,1888.1288931322085,12,4.5600000000000005,3,4,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,2.05,dynamic,1922.759845591742,12,4.5600000000000005,3,1,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,2.05,myopic,1918.1513431768005,12,4.5600000000000005,3,4,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,2.1,dynamic,1952.750430641729,12,4.5600000000000005,3,2,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,2.1,myopic,1948.1737932213925,12,4.5600000000000005,3,4,0.3333333333333333,3,1600066510|3800000110|3800000120,1.0
supported,3,2.15,dynamic,1983.4331085832896,13,5.0600000000000005,3,2,0.3611111111111111,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.15,myopic,1973.9268027204262,16,6.5600000000000005,3,4,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.2,dynamic,2016.7859180514001,16,6.5600000000000005,3,2,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.2,myopic,2011.173992033798,16,6.5600000000000005,3,4,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.24,dynamic,2046.548302379098,16,6.5600000000000005,3,2,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.24,myopic,2040.9717434844956,16,6.5600000000000005,3,4,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.25,dynamic,2053.990422634282,16,6.5600000000000005,3,2,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.25,myopic,2047.9905009259764,16,6.5600000000000005,3,4,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.3,dynamic,2091.218385681548,16,6.5600000000000005,3,3,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.3,myopic,2085.2688818770234,16,6.5600000000000005,3,4,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.35,dynamic,2128.46456029562,16,6.5600000000000005,3,3,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.35,myopic,2122.5472628280704,16,6.5600000000000005,3,4,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.4,dynamic,2165.725650089898,16,6.5600000000000005,3,2,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
supported,3,2.4,myopic,2159.8256437791174,16,6.5600000000000005,3,4,0.4444444444444444,4,1600066510|3800000110|3800000120|3800000127,1.0
