evaluation_split,support_state,n_decisions,positive_nominal_gain_share,nominal_unsupported_share,mean_nominal_gain,mean_supported_gain,mean_price_of_extrapolation,aggregate_unsupported_contribution_share,median_unsupported_contribution_share,mean_abs_nominal_price_change_pct,mean_abs_supported_price_change_pct,mean_nominal_support,support_fallback_share
policy_calibration,post_promotion,405.0,0.2123456790123457,0.07160493827160494,0.9673598453656016,0.9673598453656016,0.0,0.0,0.0,1.4480308505108168,1.4480308505108168,4.9499174399421655,0.07160493827160494
policy_calibration,promotion,996.0,0.41767068273092367,0.03714859437751004,138.00356804760565,138.00356804760565,0.0,0.0,0.0,24.609499244333524,24.609499244333524,10.98073195632198,0.03714859437751004
policy_calibration,regular,6360.0,0.27531446540880505,0.0,1.2976615863027676,1.2976615863027676,0.0,0.0,0.0,1.8962793845610302,1.8962793845610302,48.39301221723307,0.0
test,post_promotion,621.0,0.15458937198067632,0.01932367149758454,0.36018797587903534,0.3590956642304853,0.001092311648549975,0.0030326155277232637,0.0,1.009164370208982,1.006314917483351,8.774040850271398,0.01932367149758454
test,promotion,1112.0,0.6285971223021583,0.009892086330935251,240.60080725018696,240.59679302291624,0.004014227270684149,1.6684180392254402e-05,0.0,34.77504247395392,34.771752643506716,12.136822761703923,0.009892086330935251
test,regular,6617.0,0.3017983980655886,0.0,1.1454333084854198,1.1454333084854198,0.0,0.0,0.0,2.4987845474247345,2.4987845474247345,95.25963620572692,0.0
