discount_depth,fitted_support_per_unit,neighborhood_observations,neighborhood_raw_median,neighborhood_raw_p10,neighborhood_raw_p90
0.0,0.0,29095,0.0,-0.00020299999999995322,0.0002140000000006026
0.1,0.0,1496,2.300000000010627e-05,-0.013643249999999663,0.10896999999999979
0.2,0.0,201,0.00017800000000001148,-0.23412500000000058,0.391408
0.3,0.05530159768181767,346,-0.23412949999999977,-0.40675399999999984,0.42401500000000014
