evaluation_split,n_decisions,positive_nominal_gain_share,nominal_unsupported_share,mean_nominal_gain,mean_supported_gain,mean_price_of_extrapolation,aggregate_unsupported_contribution_share,median_unsupported_contribution_share,mean_abs_nominal_price_change_pct,mean_abs_supported_price_change_pct,mean_nominal_support,support_fallback_share
policy_calibration,7761.0,0.29029764205643604,0.008504058755315036,18.82443785616208,18.82443785616208,0.0,0.0,0.0,4.787765832704706,4.787765832704706,41.324711157489446,0.008504058755315036
test,8350.0,0.33437125748502994,0.002754491017964072,32.97618043083554,32.97556460493629,0.000615825899251534,1.867487050367071e-05,0.0,6.686346785059402,6.6856967489396535,77.757825036207,0.002754491017964072
