excluded_upc,n_decisions,nominal_unsupported_share,mean_price_of_extrapolation,aggregate_unsupported_share,support_disagreement_spearman,retained_decision_share
none_full_sample,8350.0,0.01652694610778443,0.9349447143825538,0.056162321774793036,-0.4285909977178596,1.0
1600066510,7302.0,0.018761983018351136,1.0691301513413207,0.0573770395105079,-0.43477697003726806,0.8744910179640718
1600066590,7303.0,0.016157743393126114,0.9463322947751454,0.0587570248053321,-0.4451932208930832,0.8746107784431137
1600066610,7300.0,0.0163013698630137,0.9372020408921354,0.055125956894200676,-0.46961227813955364,0.874251497005988
3800000110,7321.0,0.014888676410326459,1.0368257536630028,0.05514075127899285,-0.44046132343057076,0.8767664670658682
3800000120,7309.0,0.018880831851142428,1.0681062204260945,0.0625886066346012,-0.41878578993507176,0.8753293413173653
3800000127,7303.0,0.018485553881966314,1.0608183947073022,0.061003346055749086,-0.4004441735625167,0.8746107784431137
3800001520,7311.0,0.009848173984407058,0.29226586431507934,0.030440259086406917,-0.37654185746526025,0.8755688622754491
3800001611,7301.0,0.018901520339679494,1.0692765874666927,0.05754811706563237,-0.43733987469955743,0.87437125748503
