grid_name,upc,product_name,schedule_id,candidate_id,nominal_base,nominal_exposure,promotion_count,total_depth,minimum_action_support,schedule_supported,occupancy_pattern,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,decision_horizon,washout_horizon,evaluation_horizon
empirical_w0,1600066610,1600066610,140,empirical_w0|1600066610|140,303.9866482289632,4.796534510652224,2,0.1,283,True,000010000001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,12,0,12
empirical_w0,1600066610,1600066610,141,empirical_w0|1600066610|141,269.5570919418334,18.323929345607752,2,0.3,69,True,000010000001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.25,12,0,12
empirical_w0,1600066610,1600066610,142,empirical_w0|1600066610|142,173.12266546885175,55.705497748057056,2,0.55,44,True,000010000001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,143,empirical_w0|1600066610|143,303.7779831059774,4.8082176595926285,2,0.1,283,True,000010000010,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,12,0,12
empirical_w0,1600066610,1600066610,144,empirical_w0|1600066610|144,268.5117386754355,18.402687278588616,2,0.3,69,True,000010000010,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,12,0,12
empirical_w0,1600066610,1600066610,145,empirical_w0|1600066610|145,170.80259494145713,55.96958756446839,2,0.55,44,True,000010000010,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12,0,12
empirical_w0,1600066610,1600066610,146,empirical_w0|1600066610|146,303.6812029012045,4.819832004308702,2,0.1,283,True,000010000100,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,148,empirical_w0|1600066610|148,169.5411464945475,56.23209461530051,2,0.55,44,True,000010000100,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,149,empirical_w0|1600066610|149,303.6171426900228,4.8312416825691855,2,0.1,283,True,000010001000,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,150,empirical_w0|1600066610|150,295.95671138763424,7.184964210589727,3,0.15000000000000002,283,True,000010001001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.05,12,0,12
empirical_w0,1600066610,1600066610,151,empirical_w0|1600066610|151,261.5616298802695,20.698783979415893,3,0.35,69,True,000010001001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.25,12,0,12
empirical_w0,1600066610,1600066610,152,empirical_w0|1600066610|152,165.22455828348797,58.04255987326305,3,0.6,44,True,000010001001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,157,empirical_w0|1600066610|157,168.60489436467486,56.489925750096624,2,0.55,44,True,000010001000,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,160,empirical_w0|1600066610|160,31.450498327277604,109.22390558560689,3,1.05,44,True,000010001001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,161,empirical_w0|1600066610|161,303.5673481496175,4.842084312240283,2,0.1,283,True,000010010000,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,162,empirical_w0|1600066610|162,295.90325501759855,7.196954667568206,3,0.15000000000000002,283,True,000010010001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,12,0,12
empirical_w0,1600066610,1600066610,163,empirical_w0|1600066610|163,261.49137779235843,20.717385769685112,3,0.35,69,True,000010010001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.25,12,0,12
empirical_w0,1600066610,1600066610,164,empirical_w0|1600066610|164,165.10692820866905,58.07955012798311,3,0.6,44,True,000010010001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,165,empirical_w0|1600066610|165,295.69840802510583,7.207478626171749,3,0.15000000000000002,283,True,000010010010,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,12,0,12
empirical_w0,1600066610,1600066610,166,empirical_w0|1600066610|166,260.46727286020916,20.788307732741046,3,0.35,69,True,000010010010,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.25,0.0,12,0,12
empirical_w0,1600066610,1600066610,167,empirical_w0|1600066610|167,162.85651146570842,58.317233479817716,3,0.6,44,True,000010010010,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.5,0.0,12,0,12
empirical_w0,1600066610,1600066610,175,empirical_w0|1600066610|175,167.82479160944618,56.734847265879324,2,0.55,44,True,000010010000,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.5,0.0,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,178,empirical_w0|1600066610|178,30.00268613224228,109.7261930433909,3,1.05,44,True,000010010001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.5,0.0,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,181,empirical_w0|1600066610|181,28.368337623601168,109.73035625139875,3,1.05,44,True,000010010010,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.5,0.0,0.0,0.5,0.0,12,0,12
empirical_w0,1600066610,1600066610,225,empirical_w0|1600066610|225,173.5897589810689,55.17267822265626,1,0.5,44,True,000010000000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,228,empirical_w0|1600066610|228,35.18166467789871,108.38996548970542,2,1.0,44,True,000010000001,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,231,empirical_w0|1600066610|231,32.947054473459715,108.6218194103241,2,1.0,44,True,000010000010,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12,0,12
empirical_w0,1600066610,1600066610,234,empirical_w0|1600066610|234,31.839246282080808,108.8260365009308,2,1.0,44,True,000010000100,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,243,empirical_w0|1600066610|243,31.19652859210968,108.97220819473267,2,1.0,44,True,000010001000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,246,empirical_w0|1600066610|246,-105.83778406620026,161.65988602956133,3,1.5,44,True,000010001001,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,261,empirical_w0|1600066610|261,31.038839817444476,108.9799154186249,2,1.0,44,True,000010010000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,264,empirical_w0|1600066610|264,-106.66172852516173,161.9243976084391,3,1.5,44,True,000010010001,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,267,empirical_w0|1600066610|267,-108.21462357680005,161.8978561306,3,1.5,44,True,000010010010,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,12,0,12
empirical_w0,1600066610,1600066610,268,empirical_w0|1600066610|268,311.6116630045572,2.452719877958298,1,0.05,283,True,000100000000,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,269,empirical_w0|1600066610|269,303.9434243392945,4.808887379964193,2,0.1,283,True,000100000001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,12,0,12
empirical_w0,1600066610,1600066610,270,empirical_w0|1600066610|270,269.5125610097249,18.33679708162945,2,0.3,69,True,000100000001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,12,0,12
empirical_w0,1600066610,1600066610,271,empirical_w0|1600066610|271,173.07443766911828,55.719801209767674,2,0.55,44,True,000100000001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,272,empirical_w0|1600066610|272,303.73453556060787,4.82063770433267,2,0.1,283,True,000100000010,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,12,0,12
empirical_w0,1600066610,1600066610,273,empirical_w0|1600066610|273,268.4659658559163,18.416009349823,2,0.3,69,True,000100000010,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,12,0,12
empirical_w0,1600066610,1600066610,274,empirical_w0|1600066610|274,170.7503048642477,55.985424763361614,2,0.55,44,True,000100000010,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12,0,12
empirical_w0,1600066610,1600066610,275,empirical_w0|1600066610|275,303.63733679453526,4.832379561066628,2,0.1,283,True,000100000100,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,277,empirical_w0|1600066610|277,169.4811943689982,56.250841825803114,2,0.55,44,True,000100000100,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,278,empirical_w0|1600066610|278,303.5724170811971,4.844052260915439,2,0.1,283,True,000100001000,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,279,empirical_w0|1600066610|279,295.91170104980466,7.197863784432414,3,0.15000000000000002,283,True,000100001001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,12,0,12
empirical_w0,1600066610,1600066610,280,empirical_w0|1600066610|280,261.5153172810873,20.712196785608924,3,0.35,69,True,000100001001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.25,12,0,12
empirical_w0,1600066610,1600066610,281,empirical_w0|1600066610|281,165.1745597775777,58.05740392843881,3,0.6,44,True,000100001001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,286,empirical_w0|1600066610|286,168.52920069376628,56.514667838414496,2,0.55,44,True,000100001000,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,289,empirical_w0|1600066610|289,31.369679197482768,109.25062439282736,3,1.05,44,True,000100001001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,12,0,12
empirical_w0,1600066610,1600066610,290,empirical_w0|1600066610|290,303.52059276580815,4.855519276658694,2,0.1,283,True,000100010000,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,12,0,12
empirical_w0,1600066610,1600066610,291,empirical_w0|1600066610|291,295.8562151972452,7.210478737354282,3,0.15000000000000002,283,True,000100010001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,12,0,12
empirical_w0,1600066610,1600066610,292,empirical_w0|1600066610|292,261.4430345662434,20.731423769791917,3,0.35,69,True,000100010001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,12,0,12
empirical_w0,1600066610,1600066610,293,empirical_w0|1600066610|293,165.05489348729452,58.095021085739134,3,0.6,44,True,000100010001,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,12,0,12
