rho,mean_profit,p10_profit,maximum_regret,mean_regret,mean_promotion_count,mean_promotion_depth
0.0,208.8800183516027,208.8800183516027,0.0,0.0,0.0,0.0
0.29776678,208.8800183516027,208.8800183516027,0.0,0.0,0.0,0.0
0.59553355,208.8800183516027,208.8800183516027,0.0,0.0,0.0,0.0
0.89330033,208.8800183516027,208.8800183516027,0.0,0.0,0.0,0.0
1.19106711,208.8800183516027,208.8800183516027,0.0,0.0,0.0,0.0
