alpha,scenario_id,scenario_weight,policy,discounted_profit,oracle_profit,regret,promotion_count,mean_promotion_depth,first_promotion_week,first_discount
2.1,0,0.020000000000000004,myopic,208.88001835160247,208.88001835160247,0.0,0,0.0,,0.0
2.1,0,0.020000000000000004,nominal_dynamic,208.88001835160247,208.88001835160247,0.0,0,0.0,,0.0
2.1,0,0.020000000000000004,dro,208.88001835160247,208.88001835160247,0.0,0,0.0,,0.0
2.15,0,0.020000000000000004,myopic,208.88001835160247,209.70295035550623,0.8229320039037589,0,0.0,,0.0
2.15,0,0.020000000000000004,nominal_dynamic,208.88001835160247,209.70295035550623,0.8229320039037589,0,0.0,,0.0
2.15,0,0.020000000000000004,dro,208.88001835160247,209.70295035550623,0.8229320039037589,0,0.0,,0.0
2.2,0,0.020000000000000004,myopic,214.6441322679537,214.6441322679537,0.0,4,0.3,1.0,0.3
2.2,0,0.020000000000000004,nominal_dynamic,210.27465544252715,214.6441322679537,4.3694768254265455,1,0.3,12.0,0.0
2.2,0,0.020000000000000004,dro,208.88001835160247,214.6441322679537,5.764113916351221,0,0.0,,0.0
2.25,0,0.020000000000000004,myopic,219.58531418040099,219.58531418040099,0.0,4,0.3,1.0,0.3
2.25,0,0.020000000000000004,nominal_dynamic,219.53272435580877,219.58531418040099,0.05258982459221784,4,0.3,1.0,0.3
2.25,0,0.020000000000000004,dro,211.47018274613524,219.58531418040099,8.115131434265749,1,0.3,12.0,0.0
2.3,0,0.020000000000000004,myopic,224.5264960928484,224.5264960928484,0.0,4,0.3,1.0,0.3
2.3,0,0.020000000000000004,nominal_dynamic,224.4496326849559,224.5264960928484,0.07686340789248902,4,0.3,1.0,0.3
2.3,0,0.020000000000000004,dro,212.66571004974332,224.5264960928484,11.860786043105065,1,0.3,12.0,0.0
2.35,0,0.020000000000000004,myopic,229.4676780052958,229.4676780052958,0.0,4,0.3,1.0,0.3
2.35,0,0.020000000000000004,nominal_dynamic,229.36654101410303,229.4676780052958,0.1011369911927602,4,0.3,1.0,0.3
2.35,0,0.020000000000000004,dro,229.26231610025022,229.4676780052958,0.20536190504557794,4,0.3,3.0,0.0
2.4,0,0.020000000000000004,myopic,234.4088599177432,234.4088599177432,0.0,4,0.3,1.0,0.3
2.4,0,0.020000000000000004,nominal_dynamic,234.34662609092476,234.4088599177432,0.06223382681844214,4,0.3,1.0,0.3
2.4,0,0.020000000000000004,dro,234.15420972312097,234.4088599177432,0.25465019462222926,4,0.3,3.0,0.0
2.45,0,0.020000000000000004,myopic,239.3500418301906,239.3500418301906,0.0,4,0.3,1.0,0.3
2.45,0,0.020000000000000004,nominal_dynamic,239.2757624642661,239.3500418301906,0.07427936592449669,4,0.3,1.0,0.3
2.45,0,0.020000000000000004,dro,239.12381040296387,239.3500418301906,0.22623142722673606,4,0.3,1.0,0.3
2.5,0,0.020000000000000004,myopic,244.29122374263795,244.29122374263795,0.0,4,0.3,1.0,0.3
2.5,0,0.020000000000000004,nominal_dynamic,244.20489883760737,244.29122374263795,0.08632490503057966,4,0.3,1.0,0.3
2.5,0,0.020000000000000004,dro,244.0283054176468,244.29122374263795,0.26291832499114776,4,0.3,1.0,0.3
2.55,0,0.020000000000000004,myopic,249.23240565508536,249.23240565508536,0.0,4,0.3,1.0,0.3
2.55,0,0.020000000000000004,nominal_dynamic,249.1340352109487,249.23240565508536,0.09837044413666263,4,0.3,1.0,0.3
2.55,0,0.020000000000000004,dro,248.9328004323297,249.23240565508536,0.2996052227556447,4,0.3,1.0,0.3
2.6,0,0.020000000000000004,myopic,254.17358756753276,254.17358756753276,0.0,4,0.3,1.0,0.3
2.6,0,0.020000000000000004,nominal_dynamic,254.06317158429002,254.17358756753276,0.1104159832427456,4,0.3,1.0,0.3
2.6,0,0.020000000000000004,dro,253.95108265983873,254.17358756753276,0.22250490769403086,4,0.3,1.0,0.3
2.65,0,0.020000000000000004,myopic,259.11476947998017,259.11476947998017,0.0,4,0.3,1.0,0.3
2.65,0,0.020000000000000004,nominal_dynamic,258.99230795763134,259.11476947998017,0.12246152234882857,4,0.3,1.0,0.3
2.65,0,0.020000000000000004,dro,258.86799098898587,259.11476947998017,0.24677849099430205,4,0.3,1.0,0.3
