grid_name,weekly_capacity,mean_VDO,maximum_VDO,active_set_change_share,mean_timing_disagreement,mean_dynamic_supported_share
common_0_30_w6,1,0.796062928060965,10.056792989678796,0.09523809523809523,15.023809523809524,0.42857142857142855
common_0_30_w6,2,3.8823649837004917,19.54208543818004,0.5238095238095238,13.880952380952381,0.46519274376417236
common_0_30_w6,3,3.805761291994269,19.795450318821167,0.38095238095238093,14.166666666666666,0.45102040816326533
common_0_30_w6,8,4.053857650604728,19.962105457153484,0.38095238095238093,14.761904761904763,0.45102040816326533
empirical_w6,1,0.52051994656474,7.081480129796091,0.14285714285714285,3.2142857142857144,1.0
empirical_w6,2,3.638842589039097,24.40237249749316,0.42857142857142855,13.30952380952381,1.0
empirical_w6,3,3.575036193866091,24.724423869012757,0.30952380952380953,12.928571428571429,1.0
empirical_w6,8,4.0062979403960854,25.072071152566423,0.2857142857142857,17.285714285714285,1.0
