upc,product_name,isolated_events,shrinkage_reliability,price_elasticity_median,promotion_lift_median,displacement_median,persistence_median
3800001611,3800001611,78,0.4236842105263158,0.9591283227061908,-0.0031378678254896,0.5986055906162785,0.35
3800000110,3800000110,28,0.1428571428571428,1.4051582042206197,-0.0095428409343681,0.4798448240681772,0.35
3800001520,3800001520,77,0.3531409168081494,1.4834752946801102,0.0036236903140727,0.2045642919630577,0.35
1600066510,1600066510,42,0.2875816993464052,1.2826963132938702,-0.0171751832685571,0.1623662281519288,0.35
3800000127,3800000127,55,0.4285714285714285,1.2384207672716507,-0.0185993737625776,0.1517261922407618,0.35
1600066590,1600066590,87,0.4761904761904761,1.3562223395512136,-0.0355153768804433,0.1451633798002645,0.35
1600066610,1600066610,80,0.3911764705882353,1.2459013570838446,-0.0712393849210466,0.127841251706635,0.35
3800000120,3800000120,83,0.404225352112676,1.4788787049570686,-0.0204530245054571,0.0903488242287819,0.35
