week,dynamic_profit,myopic_profit,vdo_contribution,cumulative_vdo,decision_week,alpha,capacity,washout_horizon
1,235.68885818458338,262.8454308332365,-27.15657264865311,-27.15657264865311,True,2.4,2,12
2,201.52568078947317,171.0538594969559,30.471821292517262,3.3152486438641517,True,2.4,2,12
3,114.9897283190442,115.19194213393526,-0.20221381489105283,3.113034828973099,True,2.4,2,12
4,125.75020559106346,207.58264305062397,-81.83243745956051,-78.71940263058741,True,2.4,2,12
5,259.9593388354171,170.7287916172076,89.2305472182095,10.511144587622084,True,2.4,2,12
6,168.05840747101277,151.52266787239088,16.535739598621888,27.04688418624397,True,2.4,2,12
7,149.06109405046521,250.93318926563393,-101.87209521516871,-74.82521102892474,True,2.4,2,12
8,246.17360572299066,160.9652617599728,85.20834396301785,10.383132934093112,True,2.4,2,12
9,152.74406763528955,137.57285237899492,15.17121525629463,25.554348190387742,True,2.4,2,12
10,137.02767157063485,230.96922813851742,-93.94155656788257,-68.38720837749483,True,2.4,2,12
11,230.47962897475142,153.32515784446034,77.15447113029109,8.767262752796256,True,2.4,2,12
12,154.98404386222373,140.8236658148225,14.160378047401224,22.92764080019748,True,2.4,2,12
13,146.36863988767476,148.12758442403435,-1.7589445363595928,21.168696263837887,False,2.4,2,12
14,145.1956387674106,145.86876562243106,-0.6731268550204561,20.49556940881743,False,2.4,2,12
15,142.45847798759632,142.77592623320578,-0.31744824560945517,20.178121163207976,False,2.4,2,12
16,139.48349625436222,139.67086406976446,-0.18736781540224,19.990753347805736,False,2.4,2,12
17,125.17045422180487,125.27054910924183,-0.10009488743695272,19.890658460368783,False,2.4,2,12
18,112.29517216214008,112.35293965698355,-0.057767494843474765,19.83289096552531,False,2.4,2,12
19,111.18315244254222,111.22334811713293,-0.04019567459070572,19.792695290934603,False,2.4,2,12
20,108.27779602273876,108.30767939668522,-0.029883373946461234,19.76281191698814,False,2.4,2,12
21,124.03476290569077,124.06131971581988,-0.026556810129108044,19.736255106859034,False,2.4,2,12
22,130.0324118561448,130.05449722611868,-0.022085369973893876,19.71416973688514,False,2.4,2,12
23,133.01435667436965,133.03298313846216,-0.018626464092506012,19.695543272792634,False,2.4,2,12
24,134.43653013115568,134.4527467288613,-0.016216597705636104,19.679326675086998,False,2.4,2,12
1,237.03829178161024,264.42031800373,-27.382026222119777,-27.382026222119777,True,2.41,2,12
2,202.35183515115915,171.56584270144467,30.785992449714485,3.403966227594708,True,2.41,2,12
3,114.9897283190442,115.19194213393526,-0.20221381489105283,3.201752412703655,True,2.41,2,12
4,125.75020559106346,208.81766897985284,-83.06746338878938,-79.86571097608572,True,2.41,2,12
5,261.5139268468591,171.17658914846209,90.337337698397,10.471626722311271,True,2.41,2,12
6,168.5053844749002,151.52266787239088,16.982716602509328,27.4543433248206,True,2.41,2,12
7,149.06109405046521,252.44167784550194,-103.38058379503673,-75.92624047021613,True,2.41,2,12
8,247.66097688876874,161.39255139920493,86.26842548956381,10.342185019347681,True,2.41,2,12
9,153.15654153566175,137.57285237899492,15.583689156666821,25.925874176014503,True,2.41,2,12
10,137.02767157063485,232.356961336507,-95.32928976587215,-69.40341558985764,True,2.41,2,12
11,231.83845868691267,153.7099736530411,78.12848503387158,8.72506944401394,True,2.41,2,12
12,155.3678318412628,140.8236658148225,14.544166026440308,23.269235470454248,True,2.41,2,12
13,146.36863988767476,148.12758442403435,-1.7589445363595928,21.510290934094655,False,2.41,2,12
14,145.1956387674106,145.86876562243106,-0.6731268550204561,20.8371640790742,False,2.41,2,12
