alpha,capacity,decision_horizon,washout_horizon,evaluation_horizon,dynamic_profit,myopic_profit,vdo,vdo_percent,dynamic_promotion_count,myopic_promotion_count,dynamic_binding_weeks,myopic_binding_weeks,dynamic_active_set,myopic_active_set,dynamic_schedule_signature,myopic_schedule_signature,best_second_gap,minimum_chosen_support,median_chosen_support,minimum_chosen_panels,maximum_terminal_state_dynamic,maximum_terminal_state_myopic,action_disagreements,status_disagreements,depth_disagreements,disagreement_rate,timing_shift_products,same_action_multiset_products,dynamic_active_products,myopic_active_products,active_set_equal,economic_profile_mode,dynamic_schedule_signature_previous,myopic_schedule_signature_previous,dynamic_active_set_previous,myopic_active_set_previous,dynamic_schedule_change,myopic_schedule_change,dynamic_active_set_change,myopic_active_set_change,any_policy_boundary,relative_best_second_gap
1.9,2,12,12,24,3385.0329119263934,3379.5739848668395,5.458927059553844,0.16152707660782084,9,12,4,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,c165db675726fb25,8f3ea34bdf8d278e,0.020611505024135113,34.0,36.0,12.0,0.014448856725249693,0.02185912509775417,11,11,0,0.11458333333333333,1,7,3,3,True,weekly_predicted_demand_fixed_product_price_cost,8f622df1673f415f,8c39333eb528f479,3800000110|3800000120,1600066510|3800000110|3800000120,True,True,True,False,True,6.0890117054741666e-06
1.95,2,12,12,24,3415.074881322148,3409.1555791477344,5.919302174413588,0.17362957005011115,12,12,4,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,3e05d020edab3449,8f3ea34bdf8d278e,0.0672395679098372,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,20,20,0,0.20833333333333334,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,c165db675726fb25,8f3ea34bdf8d278e,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,True,False,False,False,True,1.968904643279897e-05
2.0,2,12,12,24,3446.0501495972,3438.73717342863,7.312976168570003,0.21266458585663067,12,12,4,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,3e05d020edab3449,8f3ea34bdf8d278e,0.06498517162162898,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,20,20,0,0.20833333333333334,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,3e05d020edab3449,8f3ea34bdf8d278e,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,1.8857871708345548e-05
2.05,2,12,12,24,3477.025417872251,3468.3187677095243,8.706650162726874,0.2510337355316605,12,12,4,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,3e05d020edab3449,8f3ea34bdf8d278e,0.0627307753338755,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,20,20,0,0.20833333333333334,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,3e05d020edab3449,8f3ea34bdf8d278e,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,1.804150611365484e-05
2.1,2,12,12,24,3508.000686147303,3497.9003619904197,10.100324156883289,0.2887539126796589,12,12,4,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,3e05d020edab3449,8f3ea34bdf8d278e,0.06047637904612202,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,20,20,0,0.20833333333333334,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,3e05d020edab3449,8f3ea34bdf8d278e,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,1.7239557359534274e-05
2.15,2,12,12,24,3538.9759544223543,3521.7633671170947,17.212587305259603,0.48874911545660654,12,16,4,8,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,3e05d020edab3449,0eaca84592ac2cd7,0.05822198275882329,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,24,24,0,0.25,3,7,3,4,False,weekly_predicted_demand_fixed_product_price_cost,3e05d020edab3449,8f3ea34bdf8d278e,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,True,False,True,True,1.645164689126194e-05
2.2,2,12,12,24,3572.007813672384,3559.1534724227745,12.85434124960966,0.36116288182592754,15,16,5,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,6630ac1ec4ada2cb,0eaca84592ac2cd7,0.006907979657171381,30.0,36.0,12.0,0.02345055820396392,0.02185912509775417,27,27,0,0.28125,3,7,4,4,True,weekly_predicted_demand_fixed_product_price_cost,3e05d020edab3449,0eaca84592ac2cd7,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,True,False,True,False,True,1.933920645618432e-06
2.24,2,12,12,24,3603.2793686182977,3589.0655566673186,14.213811950979107,0.39603099265140085,16,16,8,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,2c5a2409573e62d2,0eaca84592ac2cd7,0.3661215041270225,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,6630ac1ec4ada2cb,0eaca84592ac2cd7,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,True,False,False,False,True,0.00010160785958359212
2.25,2,12,12,24,3611.0989843496905,3596.5435777284542,14.555406621236216,0.40470541525953885,16,16,8,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,2c5a2409573e62d2,0eaca84592ac2cd7,0.37364101175717224,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,0eaca84592ac2cd7,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,0.000103470166111899
2.3,2,12,12,24,3650.1970630066535,3633.9336830341335,16.263379972519942,0.4475420134508597,16,16,8,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,2c5a2409573e62d2,0eaca84592ac2cd7,0.41123854990883046,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,0eaca84592ac2cd7,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,0.00011266201325856495
2.35,2,12,12,24,3689.295141663617,3671.3237883398137,17.971353323803214,0.4895060844505335,16,16,8,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,2c5a2409573e62d2,0eaca84592ac2cd7,0.4488360880595792,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,0eaca84592ac2cd7,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,0.00012165903535090586
2.4,2,12,12,24,3728.3932203205804,3708.713893645493,19.679326675087395,0.5306240179056663,16,16,8,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,2c5a2409573e62d2,0eaca84592ac2cd7,0.4864336262107827,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,0eaca84592ac2cd7,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,0.000130467361532472
2.45,2,12,12,24,3767.491298977544,3722.7318873589134,44.759411618630565,1.2023270268433182,16,20,8,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,2c5a2409573e62d2,13003a2570e8cd2b,0.5240311643624409,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,32,32,0,0.3333333333333333,4,7,4,5,False,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,0eaca84592ac2cd7,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,True,False,True,True,0.00013909286651960079
2.5,2,12,12,24,3806.589377634507,3765.1739815345954,41.415396099911504,1.099959691186211,16,20,8,8,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,2c5a2409573e62d2,13003a2570e8cd2b,0.5747056166524089,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,32,32,0,0.3333333333333333,4,7,4,5,False,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,13003a2570e8cd2b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,False,False,False,False,False,0.00015097651982876671
2.55,2,12,12,24,3845.68745629147,3797.425063473951,48.26239281751896,1.2709241660023087,16,24,8,12,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,2c5a2409573e62d2,8611193d92ffe562,0.5654506787218452,30.0,35.0,12.0,0.02345055820396392,0.029520984067106057,36,36,0,0.375,4,6,4,6,False,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,13003a2570e8cd2b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,False,True,False,True,True,0.00014703500613311122
2.6,2,12,12,24,3885.251168492692,3850.7831652191944,34.46800327349774,0.8950907333556849,17,24,8,12,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,aef668ba141e2406,8611193d92ffe562,0.03809988646025886,30.0,36.0,12.0,0.02345055820396392,0.029520984067106057,37,37,0,0.3854166666666667,4,6,5,6,False,weekly_predicted_demand_fixed_product_price_cost,2c5a2409573e62d2,8611193d92ffe562,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,False,True,False,True,9.806286597177694e-06
2.65,2,12,12,24,3934.1474941506613,3904.0995363515462,30.04795779911501,0.7696514271558605,20,24,8,12,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,f657d82866640b49,a85e376ee021c389,0.13211716772639193,30.0,36.0,12.0,0.029205196472479062,0.027324699446382047,32,32,0,0.3333333333333333,4,7,5,6,False,weekly_predicted_demand_fixed_product_price_cost,aef668ba141e2406,8611193d92ffe562,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,True,False,False,True,3.358215926648031e-05
2.7,2,12,12,24,3991.209900923283,3958.3175328993857,32.892368023897234,0.8309684038865941,23,24,11,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,48020dd5b0776ffa,a85e376ee021c389,0.1061785355932443,30.0,36.0,12.0,0.029205196472479062,0.027324699446382047,35,35,0,0.3645833333333333,4,6,6,6,False,weekly_predicted_demand_fixed_product_price_cost,f657d82866640b49,a85e376ee021c389,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,False,True,False,True,2.6603094858198793e-05
2.75,2,12,12,24,4050.616088074243,4009.3803706711083,41.23571740313491,1.0284810517050715,24,24,12,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,4c2be268c6fe38b1,b0cb41868f83cf6c,0.16806108668606612,30.0,36.0,12.0,0.029520984067106057,0.027324699446382047,40,40,0,0.4166666666666667,4,6,6,6,False,weekly_predicted_demand_fixed_product_price_cost,48020dd5b0776ffa,a85e376ee021c389,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,True,True,False,True,True,4.149025309529303e-05
2.8,2,12,12,24,4111.475978288034,4072.7871279195815,38.68885036845222,0.9499354902011502,24,24,12,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,593c66a4ceddebe1,b0cb41868f83cf6c,0.27586572673681076,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,4c2be268c6fe38b1,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,True,False,True,False,True,6.709651915604229e-05
2.85,2,12,12,24,4173.130421357593,4136.193885168056,36.93653618953704,0.893007852508739,24,24,12,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,593c66a4ceddebe1,b0cb41868f83cf6c,0.1918871077014046,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,593c66a4ceddebe1,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,False,False,False,False,False,4.5981574579924186e-05
2.9,2,12,12,24,4234.784864427152,4199.600642416529,35.18422201062276,0.8377992339380418,24,24,12,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,593c66a4ceddebe1,b0cb41868f83cf6c,0.10790848866599845,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,593c66a4ceddebe1,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,False,False,False,False,False,2.548145705640125e-05
2.95,2,12,12,24,4297.20404096015,4263.007399665003,34.196641295147856,0.802171755503758,24,24,12,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,7bf74f723fcf47ae,b0cb41868f83cf6c,0.22986977716573165,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,593c66a4ceddebe1,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,True,False,False,False,True,5.349287000911654e-05
3.0,2,12,12,24,4360.088593008093,4326.414156913476,33.674436094616794,0.7783451808654538,24,24,12,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,aca8bb7b3ea6e5fc,b0cb41868f83cf6c,0.11997917458666052,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,7bf74f723fcf47ae,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,True,False,False,False,True,2.7517600165065687e-05
3.05,2,12,12,24,4423.779586050872,4389.82091416195,33.958671888922254,0.7735776140518302,24,24,12,12,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,aca8bb7b3ea6e5fc,b0cb41868f83cf6c,0.13590667153221148,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,aca8bb7b3ea6e5fc,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,False,False,False,False,False,3.072184517527827e-05
3.1,2,12,12,24,4488.638742146938,4453.227671410424,35.411070736514375,0.7951776407896747,24,24,12,12,1600066510|1600066590|1600066610|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,94cd654ec72462a5,b0cb41868f83cf6c,1.038588573141169,23.0,36.0,14.0,0.027045688531495176,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,aca8bb7b3ea6e5fc,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,True,False,True,False,True,0.00023138163545868409
3.15,2,12,12,24,4554.814287005177,4516.6344286588965,38.179858346280525,0.8453165503947393,24,24,12,12,1600066510|1600066590|1600066610|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,94cd654ec72462a5,b0cb41868f83cf6c,0.04343818230154284,23.0,36.0,14.0,0.027045688531495176,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,6,False,weekly_predicted_demand_fixed_product_price_cost,94cd654ec72462a5,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,False,False,False,False,False,9.536762547151785e-06
3.2,2,12,12,24,4622.132356163953,4581.826367257594,40.305988906358834,0.8796926307463627,24,24,12,12,1600066510|1600066590|1600066610|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001520|3800001611,a6e113a6bbd35b8e,d16272d565f2315b,0.5894626160506959,23.0,36.0,14.0,0.029205196472479062,0.027324699446382047,34,34,0,0.3541666666666667,4,6,7,7,True,weekly_predicted_demand_fixed_product_price_cost,94cd654ec72462a5,b0cb41868f83cf6c,1600066510|1600066590|1600066610|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000120|3800000127|3800001611,True,True,False,True,True,0.00012753044928810926
1.4,3,12,12,24,3302.580211445339,3298.8965702730966,3.68364117224246,0.11166282706273245,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.5735545465395262,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,,,,,False,False,False,False,False,0.00017366861963013947
1.45,3,12,12,24,3302.580211445339,3299.894648763419,2.685562681920146,0.08138328546114393,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.4687724536361202,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,False,False,False,False,False,0.0001419412773114652
1.5,3,12,12,24,3302.580211445339,3300.892727253741,1.6874841915978323,0.05112205488124954,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.2832773114810152,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,False,False,False,False,False,8.577454394575989e-05
1.55,3,12,12,24,3302.580211445339,3301.8908057440635,0.6894057012755184,0.020879118718166226,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.05380836776930664,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,False,False,False,False,False,1.6292826918428723e-05
1.6,3,12,12,24,3303.280474676416,3302.888884234386,0.3915904420300649,0.011855998059736002,4,4,0,0,3800000110,3800000110,ff1473f1073f8fda,42e76e9c79c43d55,0.0028170733912702417,34.0,34.0,12.0,0.014448856725249693,0.013526449437718196,8,8,0,0.08333333333333333,1,8,1,1,True,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,True,False,True,False,True,8.528108384578508e-07
1.65,3,12,12,24,3304.5149330578506,3301.5879738037006,2.926959254150006,0.08865307474384541,7,8,0,0,3800000110|3800000120,3800000110|3800000120,98bb22760481cb16,a321c46637c90e80,0.005782811997050885,34.0,34.0,12.0,0.014448856725249693,0.013526449437718196,13,11,2,0.13541666666666666,1,7,2,2,True,weekly_predicted_demand_fixed_product_price_cost,ff1473f1073f8fda,42e76e9c79c43d55,3800000110,3800000110,True,True,True,True,True,1.7499730260561203e-06
1.7,3,12,12,24,3318.904451624157,3317.5239392347153,1.3805123894417193,0.04161273331339321,8,8,0,0,3800000110|3800000120,3800000110|3800000120,390811836925ba7e,a321c46637c90e80,0.008748550602376781,34.0,35.0,12.0,0.014448856725249693,0.013526449437718196,16,16,0,0.16666666666666666,2,8,2,2,True,weekly_predicted_demand_fixed_product_price_cost,98bb22760481cb16,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,True,False,False,False,True,2.635975434030812e-06
1.75,3,12,12,24,3335.400983086435,3333.45990466573,1.941078420705253,0.058230141541177435,8,8,0,0,3800000110|3800000120,3800000110|3800000120,390811836925ba7e,a321c46637c90e80,0.011714289208157425,34.0,35.0,12.0,0.014448856725249693,0.013526449437718196,16,16,0,0.16666666666666666,2,8,2,2,True,weekly_predicted_demand_fixed_product_price_cost,390811836925ba7e,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,False,False,False,False,False,3.512108219539328e-06
1.8,3,12,12,24,3351.8975145487134,3349.395870096745,2.501644451968332,0.0746894230778422,8,8,0,0,3800000110|3800000120,3800000110|3800000120,390811836925ba7e,a321c46637c90e80,0.01468002781348332,34.0,35.0,12.0,0.014448856725249693,0.013526449437718196,16,16,0,0.16666666666666666,2,8,2,2,True,weekly_predicted_demand_fixed_product_price_cost,390811836925ba7e,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,False,False,False,False,False,4.37961714216068e-06
1.85,3,12,12,24,3368.3951583570533,3349.3365931987937,19.058565158259626,0.5690250778903558,8,12,0,4,3800000110|3800000120,1600066510|3800000110|3800000120,8f622df1673f415f,488ed50d81402b98,0.0011123460612907365,34.0,35.0,12.0,0.014448856725249693,0.02185912509775417,18,18,0,0.1875,2,7,2,3,False,weekly_predicted_demand_fixed_product_price_cost,390811836925ba7e,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,True,True,False,True,True,3.302302755456065e-07
1.9,3,12,12,24,3385.0329119263934,3378.8653460770156,6.167565849377752,0.1825336382977948,9,12,0,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,c165db675726fb25,488ed50d81402b98,0.020611505024135113,34.0,36.0,12.0,0.014448856725249693,0.02185912509775417,19,19,0,0.19791666666666666,2,7,3,3,True,weekly_predicted_demand_fixed_product_price_cost,8f622df1673f415f,488ed50d81402b98,3800000110|3800000120,1600066510|3800000110|3800000120,True,False,True,False,True,6.0890117054741666e-06
1.95,3,12,12,24,3415.2879388374804,3408.394098955237,6.8938398822433555,0.20226064481089495,12,12,3,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.02357724362900626,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,c165db675726fb25,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,True,False,False,False,True,6.9034424186886126e-06
2.0,3,12,12,24,3446.286060348636,3437.922851833459,8.36320851517712,0.24326341443982624,12,12,3,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.026542982234786905,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,7.701909177005969e-06
2.05,3,12,12,24,3477.2841818597917,3467.4516047116804,9.83257714811134,0.28356782643341094,12,12,3,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.0295087208401128,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,8.486140130292816e-06
2.1,3,12,12,24,3508.2823033709474,3496.9803575899023,11.301945781045106,0.3231915717374615,12,12,3,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.0324744594454387,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,9.256512628483598e-06
2.15,3,12,12,24,3539.2804248821026,3520.7905213139043,18.489903568198315,0.5251634102132884,12,16,3,4,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,a38d343af9a3ecfc,4f9f0fde90bfb422,0.03544019805121934,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,26,26,0,0.2708333333333333,3,7,3,4,False,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,True,False,True,True,1.0013390801719221e-05
2.2,3,12,12,24,3572.3351373682362,3558.1277852169105,14.207352151325722,0.399292914952452,15,16,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,e59e203e31878e61,4f9f0fde90bfb422,0.006907979657171381,30.0,36.0,12.0,0.02345055820396392,0.02185912509775417,29,29,0,0.3020833333333333,3,7,4,4,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,4f9f0fde90bfb422,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,True,False,True,False,True,1.9337434455437284e-06
2.24,3,12,12,24,3603.624974903033,3588.8559062068616,14.769068696171416,0.41152581998704874,16,16,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,f0990f9a587e09e5,f52795452204f0ac,0.0407785275410788,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,20,20,0,0.20833333333333334,3,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,e59e203e31878e61,4f9f0fde90bfb422,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,True,True,False,False,True,1.1315974282861129e-05
2.25,3,12,12,24,3611.4491612816464,3596.361776190152,15.087385091494525,0.41951800264870803,16,16,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,f0990f9a587e09e5,f52795452204f0ac,0.04137167526187113,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,20,20,0,0.20833333333333334,3,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,f0990f9a587e09e5,f52795452204f0ac,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,1.145569919837636e-05
2.3,3,12,12,24,3650.5700931747137,3633.8911261066037,16.67896706811007,0.458983675880794,16,16,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,f0990f9a587e09e5,f52795452204f0ac,0.02582458728375059,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,20,20,0,0.20833333333333334,3,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,f0990f9a587e09e5,f52795452204f0ac,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,7.0741244859353645e-06
