alpha,capacity,decision_horizon,washout_horizon,evaluation_horizon,dynamic_profit,myopic_profit,vdo,vdo_percent,dynamic_promotion_count,myopic_promotion_count,dynamic_binding_weeks,myopic_binding_weeks,dynamic_active_set,myopic_active_set,dynamic_schedule_signature,myopic_schedule_signature,best_second_gap,minimum_chosen_support,median_chosen_support,minimum_chosen_panels,maximum_terminal_state_dynamic,maximum_terminal_state_myopic,action_disagreements,status_disagreements,depth_disagreements,disagreement_rate,timing_shift_products,same_action_multiset_products,dynamic_active_products,myopic_active_products,active_set_equal,economic_profile_mode,dynamic_schedule_signature_previous,myopic_schedule_signature_previous,dynamic_active_set_previous,myopic_active_set_previous,dynamic_schedule_change,myopic_schedule_change,dynamic_active_set_change,myopic_active_set_change,any_policy_boundary,relative_best_second_gap
2.35,3,12,12,24,3689.7227797892633,3671.4204760230555,18.302303766207842,0.4985074274585189,16,16,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,9f190d9667f4c046,f52795452204f0ac,0.031754721482684545,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,26,26,0,0.2708333333333333,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,f0990f9a587e09e5,f52795452204f0ac,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,True,False,False,False,True,8.606262144306191e-06
2.4,3,12,12,24,3728.9012909910966,3708.9498259395073,19.951465051589366,0.5379276072179137,16,16,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,9f190d9667f4c046,f52795452204f0ac,0.04695000132051064,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,26,26,0,0.2708333333333333,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,9f190d9667f4c046,f52795452204f0ac,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,1.2590840479993477e-05
2.45,3,12,12,24,3768.07980219293,3723.4792837398622,44.60051845306771,1.1978183589696503,16,20,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,9f190d9667f4c046,f90e338013919a49,0.04469560503184766,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,30,30,0,0.3125,4,7,4,5,False,weekly_predicted_demand_fixed_product_price_cost,9f190d9667f4c046,f52795452204f0ac,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,True,False,True,True,1.1861639715230001e-05
2.5,3,12,12,24,3807.258313394763,3766.39493132423,40.86338207053268,1.0849468209157103,16,20,3,4,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,9f190d9667f4c046,f90e338013919a49,0.04244120874409418,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,30,30,0,0.3125,4,7,4,5,False,weekly_predicted_demand_fixed_product_price_cost,9f190d9667f4c046,f90e338013919a49,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,False,False,False,False,False,1.1147446600819487e-05
2.55,3,12,12,24,3846.436824596596,3797.6612191947725,48.77560540182367,1.2843590459120964,16,28,3,8,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,9f190d9667f4c046,2070db635c9ecdc8,0.04018681245679545,30.0,35.0,12.0,0.02345055820396392,0.027324699446382047,38,38,0,0.3958333333333333,4,5,4,7,False,weekly_predicted_demand_fixed_product_price_cost,9f190d9667f4c046,f90e338013919a49,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,False,True,False,True,True,1.0447802548014066e-05
2.6,3,12,12,24,3887.9137217467305,3852.7814092032577,35.132312543472835,0.9118688244173728,20,28,4,8,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,ccdc686ee71d933f,2070db635c9ecdc8,0.026030420737697568,30.0,36.0,12.0,0.029205196472479062,0.027324699446382047,40,40,0,0.4166666666666667,5,6,5,7,False,weekly_predicted_demand_fixed_product_price_cost,9f190d9667f4c046,2070db635c9ecdc8,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,True,False,True,6.695215635084317e-06
2.65,3,12,12,24,3939.6662805362735,3906.6377377001913,33.028542836082124,0.8454467768369478,21,32,5,8,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,e75842c580a1fa24,a0d4167f6306db04,0.011304911390197958,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,45,45,0,0.46875,5,5,6,8,False,weekly_predicted_demand_fixed_product_price_cost,ccdc686ee71d933f,2070db635c9ecdc8,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,True,True,True,True,True,2.8695098988585186e-06
2.7,3,12,12,24,4002.4325904664356,3971.898053052785,30.53453741365047,0.7687643792917027,27,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,8559d9eecfe0c41b,a0d4167f6306db04,0.22018695400856814,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,43,43,0,0.4479166666666667,5,6,7,8,False,weekly_predicted_demand_fixed_product_price_cost,e75842c580a1fa24,a0d4167f6306db04,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,True,False,True,5.5013282305626036e-05
2.75,3,12,12,24,4068.9885689941225,4037.1583684053785,31.830200588743992,0.7884308140558894,28,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,0fc86bd3f075a0da,a0d4167f6306db04,0.13155728834817637,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,44,44,0,0.4583333333333333,6,7,7,8,False,weekly_predicted_demand_fixed_product_price_cost,8559d9eecfe0c41b,a0d4167f6306db04,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,False,False,True,3.233169278248872e-05
2.8,3,12,12,24,4135.553386701885,4093.9190933811224,41.63429332076248,1.0169788989742146,28,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,0fc86bd3f075a0da,d4547f871a956571,0.04292762268687511,23.0,36.0,12.0,0.029205196472479062,0.027324699446382047,52,52,0,0.5416666666666666,7,7,7,8,False,weekly_predicted_demand_fixed_product_price_cost,0fc86bd3f075a0da,a0d4167f6306db04,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,True,False,False,True,1.0380139892501788e-05
2.85,3,12,12,24,4202.188108343092,4149.016128589189,53.17197975390263,1.2815563523003939,30,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,3bc5baf1f9b273d8,afecc69570ec8f33,0.02420189046915766,23.0,36.0,12.0,0.029205196472479062,0.044161339203105096,54,54,0,0.5625,7,7,8,8,True,weekly_predicted_demand_fixed_product_price_cost,0fc86bd3f075a0da,d4547f871a956571,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,True,True,False,True,5.759354375666058e-06
2.9,3,12,12,24,4268.932139740034,4223.929321855513,45.00281788452048,1.0654254476197385,30,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,3bc5baf1f9b273d8,afecc69570ec8f33,0.036905334628499986,23.0,36.0,12.0,0.029205196472479062,0.044161339203105096,54,54,0,0.5625,7,7,8,8,True,weekly_predicted_demand_fixed_product_price_cost,3bc5baf1f9b273d8,afecc69570ec8f33,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,8.64509751395285e-06
2.95,3,12,12,24,4337.623257407439,4298.842515121838,38.780742285601264,0.9021205626673704,31,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,5313c8985d6a5d4f,afecc69570ec8f33,0.017525080053019337,23.0,36.0,12.0,0.029205196472479062,0.044161339203105096,55,55,0,0.5729166666666666,7,7,8,8,True,weekly_predicted_demand_fixed_product_price_cost,3bc5baf1f9b273d8,afecc69570ec8f33,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,False,False,True,4.040249466822974e-06
3.0,3,12,12,24,4411.2579727741895,4373.755708388162,37.50226438602749,0.8574384781963054,31,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,afb7462fd95fbcc0,afecc69570ec8f33,0.28121618847762875,23.0,36.0,12.0,0.03108693262711306,0.044161339203105096,55,55,0,0.5729166666666666,7,7,8,8,True,weekly_predicted_demand_fixed_product_price_cost,5313c8985d6a5d4f,afecc69570ec8f33,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,False,False,True,6.37496583090957e-05
3.05,3,12,12,24,4487.807412254611,4448.668901654486,39.1385106001253,0.8797802548436333,32,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,b3d50a5e6b0f3ae6,afecc69570ec8f33,0.9975408526534011,23.0,35.0,12.0,0.037860145014719744,0.044161339203105096,36,36,0,0.375,5,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,afb7462fd95fbcc0,afecc69570ec8f33,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,False,False,True,0.0002222779992584955
3.1,3,12,12,24,4564.892674229537,4523.582094920811,41.31057930872612,0.9132271381812801,32,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,b3d50a5e6b0f3ae6,afecc69570ec8f33,0.9929568815277889,23.0,35.0,12.0,0.037860145014719744,0.044161339203105096,36,36,0,0.375,5,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,b3d50a5e6b0f3ae6,afecc69570ec8f33,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,0.00021752031260962345
3.15,3,12,12,24,4641.977936204461,4598.495288187135,43.48264801732603,0.9455842681632538,32,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,b3d50a5e6b0f3ae6,afecc69570ec8f33,0.9883729104039958,23.0,35.0,12.0,0.037860145014719744,0.044161339203105096,36,36,0,0.375,5,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,b3d50a5e6b0f3ae6,afecc69570ec8f33,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,False,False,False,False,0.00021292063943159203
3.2,3,12,12,24,4719.063198179387,4677.836661009715,41.226537169672156,0.8813163040364341,32,32,8,8,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,b3d50a5e6b0f3ae6,7539f96b1ac50e2e,0.9837889392783836,23.0,35.0,12.0,0.037860145014719744,0.040811403189597265,32,32,0,0.3333333333333333,5,8,8,8,True,weekly_predicted_demand_fixed_product_price_cost,b3d50a5e6b0f3ae6,afecc69570ec8f33,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,False,True,False,False,True,0.00020847123633731566
1.4,8,12,12,24,3302.580211445339,3298.8965702730966,3.68364117224246,0.11166282706273245,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.5735545465395262,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,,,,,False,False,False,False,False,0.00017366861963013947
1.45,8,12,12,24,3302.580211445339,3299.894648763419,2.685562681920146,0.08138328546114393,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.4687724536361202,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,False,False,False,False,False,0.0001419412773114652
1.5,8,12,12,24,3302.580211445339,3300.892727253741,1.6874841915978323,0.05112205488124954,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.2832773114810152,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,False,False,False,False,False,8.577454394575989e-05
1.55,8,12,12,24,3302.580211445339,3301.8908057440635,0.6894057012755184,0.020879118718166226,0,4,0,0,,3800000110,f3eb7b0be14f7709,42e76e9c79c43d55,0.05380836776930664,,,,0.0,0.013526449437718196,4,4,0,0.041666666666666664,0,7,0,1,False,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,False,False,False,False,False,1.6292826918428723e-05
1.6,8,12,12,24,3303.280474676416,3302.888884234386,0.3915904420300649,0.011855998059736002,4,4,0,0,3800000110,3800000110,ff1473f1073f8fda,42e76e9c79c43d55,0.0028170733912702417,34.0,34.0,12.0,0.014448856725249693,0.013526449437718196,8,8,0,0.08333333333333333,1,8,1,1,True,weekly_predicted_demand_fixed_product_price_cost,f3eb7b0be14f7709,42e76e9c79c43d55,,3800000110,True,False,True,False,True,8.528108384578508e-07
1.65,8,12,12,24,3304.5149330578506,3301.5879738037006,2.926959254150006,0.08865307474384541,7,8,0,0,3800000110|3800000120,3800000110|3800000120,98bb22760481cb16,a321c46637c90e80,0.005782811997050885,34.0,34.0,12.0,0.014448856725249693,0.013526449437718196,13,11,2,0.13541666666666666,1,7,2,2,True,weekly_predicted_demand_fixed_product_price_cost,ff1473f1073f8fda,42e76e9c79c43d55,3800000110,3800000110,True,True,True,True,True,1.7499730260561203e-06
1.7,8,12,12,24,3318.904451624157,3317.5239392347153,1.3805123894417193,0.04161273331339321,8,8,0,0,3800000110|3800000120,3800000110|3800000120,390811836925ba7e,a321c46637c90e80,0.008748550602376781,34.0,35.0,12.0,0.014448856725249693,0.013526449437718196,16,16,0,0.16666666666666666,2,8,2,2,True,weekly_predicted_demand_fixed_product_price_cost,98bb22760481cb16,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,True,False,False,False,True,2.635975434030812e-06
1.75,8,12,12,24,3335.400983086435,3333.45990466573,1.941078420705253,0.058230141541177435,8,8,0,0,3800000110|3800000120,3800000110|3800000120,390811836925ba7e,a321c46637c90e80,0.011714289208157425,34.0,35.0,12.0,0.014448856725249693,0.013526449437718196,16,16,0,0.16666666666666666,2,8,2,2,True,weekly_predicted_demand_fixed_product_price_cost,390811836925ba7e,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,False,False,False,False,False,3.512108219539328e-06
1.8,8,12,12,24,3351.8975145487134,3349.395870096745,2.501644451968332,0.0746894230778422,8,8,0,0,3800000110|3800000120,3800000110|3800000120,390811836925ba7e,a321c46637c90e80,0.01468002781348332,34.0,35.0,12.0,0.014448856725249693,0.013526449437718196,16,16,0,0.16666666666666666,2,8,2,2,True,weekly_predicted_demand_fixed_product_price_cost,390811836925ba7e,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,False,False,False,False,False,4.37961714216068e-06
1.85,8,12,12,24,3368.3951583570533,3349.3365931987937,19.058565158259626,0.5690250778903558,8,12,0,0,3800000110|3800000120,1600066510|3800000110|3800000120,8f622df1673f415f,488ed50d81402b98,0.0011123460612907365,34.0,35.0,12.0,0.014448856725249693,0.02185912509775417,18,18,0,0.1875,2,7,2,3,False,weekly_predicted_demand_fixed_product_price_cost,390811836925ba7e,a321c46637c90e80,3800000110|3800000120,3800000110|3800000120,True,True,False,True,True,3.302302755456065e-07
1.9,8,12,12,24,3385.0329119263934,3378.8653460770156,6.167565849377752,0.1825336382977948,9,12,0,0,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,c165db675726fb25,488ed50d81402b98,0.020611505024135113,34.0,36.0,12.0,0.014448856725249693,0.02185912509775417,19,19,0,0.19791666666666666,2,7,3,3,True,weekly_predicted_demand_fixed_product_price_cost,8f622df1673f415f,488ed50d81402b98,3800000110|3800000120,1600066510|3800000110|3800000120,True,False,True,False,True,6.0890117054741666e-06
1.95,8,12,12,24,3415.2879388374804,3408.394098955237,6.8938398822433555,0.20226064481089495,12,12,0,0,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.02357724362900626,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,c165db675726fb25,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,True,False,False,False,True,6.9034424186886126e-06
2.0,8,12,12,24,3446.286060348636,3437.922851833459,8.36320851517712,0.24326341443982624,12,12,0,0,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.026542982234786905,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,7.701909177005969e-06
2.05,8,12,12,24,3477.2841818597917,3467.4516047116804,9.83257714811134,0.28356782643341094,12,12,0,0,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.0295087208401128,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,8.486140130292816e-06
2.1,8,12,12,24,3508.2823033709474,3496.9803575899023,11.301945781045106,0.3231915717374615,12,12,0,0,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,a38d343af9a3ecfc,488ed50d81402b98,0.0324744594454387,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,22,22,0,0.22916666666666666,3,8,3,3,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,False,False,False,False,9.256512628483598e-06
2.15,8,12,12,24,3539.2804248821026,3520.330230554058,18.950194328044745,0.5383072918435329,12,16,0,0,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,a38d343af9a3ecfc,11ffdc4466f6ca0b,0.03544019805121934,34.0,36.0,12.0,0.02345055820396392,0.02185912509775417,26,26,0,0.2708333333333333,3,7,3,4,False,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,488ed50d81402b98,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120,False,True,False,True,True,1.0013390801719221e-05
2.2,8,12,12,24,3572.514569879616,3557.8067390678366,14.707830811779331,0.41339600181972946,16,16,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,03d38d7135d96a3f,11ffdc4466f6ca0b,0.03840593665609049,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,a38d343af9a3ecfc,11ffdc4466f6ca0b,1600066510|3800000110|3800000120,1600066510|3800000110|3800000120|3800000127,True,False,True,False,True,1.0750393288776612e-05
2.24,8,12,12,24,3603.8756614299655,3587.7879458788593,16.087715551106157,0.4484020737509149,16,16,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,03d38d7135d96a3f,11ffdc4466f6ca0b,0.0407785275410788,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,11ffdc4466f6ca0b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,1.1315187140751264e-05
2.25,8,12,12,24,3611.715934317553,3595.2832475816144,16.43268673593866,0.457062367672761,16,16,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,03d38d7135d96a3f,11ffdc4466f6ca0b,0.04137167526187113,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,11ffdc4466f6ca0b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,1.145485304333284e-05
2.3,8,12,12,24,3650.9172987554903,3632.759756095393,18.15754266009708,0.4998277860139419,16,16,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,03d38d7135d96a3f,11ffdc4466f6ca0b,0.04316966452461202,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,11ffdc4466f6ca0b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,1.1824333720001686e-05
2.35,8,12,12,24,3690.1186631934274,3670.2362646091715,19.882398584255952,0.5417198553666721,16,16,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,03d38d7135d96a3f,11ffdc4466f6ca0b,0.04042937100439303,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,11ffdc4466f6ca0b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,1.0956116779563253e-05
2.4,8,12,12,24,3729.3200276313646,3707.7127731229502,21.60725450841437,0.5827650584221201,16,16,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,03d38d7135d96a3f,11ffdc4466f6ca0b,0.03768907748280981,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,28,28,0,0.2916666666666667,4,8,4,4,True,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,11ffdc4466f6ca0b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,False,False,False,False,1.0106152650768241e-05
2.45,8,12,12,24,3768.521392069302,3721.237236205857,47.284155863444994,1.2706568504526612,16,20,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,03d38d7135d96a3f,60b93ccf8f813b84,0.034948783962590824,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,32,32,0,0.3333333333333333,4,7,4,5,False,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,11ffdc4466f6ca0b,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127,False,True,False,True,True,9.273871719592492e-06
2.5,8,12,12,24,3807.722756507239,3763.9077151954766,43.81504131176234,1.1640838359260046,16,20,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,03d38d7135d96a3f,60b93ccf8f813b84,0.0322084904410076,30.0,35.0,12.0,0.02345055820396392,0.02185912509775417,32,32,0,0.3333333333333333,4,7,4,5,False,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,60b93ccf8f813b84,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,False,False,False,False,False,8.458727827798028e-06
2.55,8,12,12,24,3846.924120945176,3793.7001160215336,53.2240049236425,1.4029576217389237,16,28,0,0,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,03d38d7135d96a3f,fd90db45e4d56a16,0.029468196920788614,30.0,35.0,12.0,0.02345055820396392,0.025392701012518518,40,40,0,0.4166666666666667,4,5,4,7,False,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,60b93ccf8f813b84,1600066510|3800000110|3800000120|3800000127,1600066510|3800000110|3800000120|3800000127|3800001611,False,True,False,True,True,7.660197080660998e-06
2.6,8,12,12,24,3888.7478948763924,3848.0143572333554,40.733537643036925,1.0585599184802292,20,28,0,0,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,b518dddb9c2e0705,fd90db45e4d56a16,0.02603042073724282,30.0,36.0,12.0,0.02822057541544282,0.025392701012518518,44,44,0,0.4583333333333333,5,6,5,7,False,weekly_predicted_demand_fixed_product_price_cost,03d38d7135d96a3f,fd90db45e4d56a16,1600066510|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,True,False,True,False,True,6.693779448016962e-06
2.65,8,12,12,24,3940.880922327294,3900.887962418514,39.992959908779994,1.0252270840402382,21,32,0,4,1600066510|1600066590|3800000110|3800000120|3800000127|3800001611,1600066510|1600066590|1600066610|3800000110|3800000120|3800000127|3800001520|3800001611,269c9000c9b1591c,d9d17b8be47105ce,0.011304911390197958,23.0,36.0,12.0,0.02822057541544282,0.025392701012518518,49,49,0,0.5104166666666666,5,5,6,8,False,weekly_predicted_demand_fixed_product_price_cost,b518dddb9c2e0705,fd90db45e4d56a16,1600066510|1600066590|3800000110|3800000120|3800000127,1600066510|1600066590|3800000110|3800000120|3800000127|3800001520|3800001611,True,True,True,True,True,2.8686254705513467e-06
